sales_id,product_id,customer_id,user_id,quantity_sold,unit_price,total_amount,sale_date,payment_method
3104,6,814,1,2,84,168,12/31/2025,Debit Card
3105,29,814,1,2,77,154,12/31/2025,Debit Card
3106,19,143,4,2,82,164,12/3/2025,Credit Card
3107,16,143,4,2,149,298,12/3/2025,Debit Card
3108,31,143,4,1,82,82,12/3/2025,Credit Card
3109,12,143,4,2,21,42,12/3/2025,Credit Card
3110,17,477,1,3,95,285,12/19/2025,Credit Card
3111,17,477,1,2,118,236,12/19/2025,PayPal
3112,44,901,3,2,91,182,12/3/2025,Debit Card
3113,23,901,3,2,109,218,12/3/2025,Debit Card
3114,1,901,3,2,94,188,12/3/2025,Credit Card
3115,49,901,3,2,36,72,12/3/2025,PayPal
3116,29,1022,3,2,140,280,12/3/2025,PayPal
3117,34,1022,3,2,21,42,12/3/2025,PayPal
3118,10,443,2,3,139,417,12/12/2025,PayPal
3119,38,980,5,3,71,213,12/17/2025,PayPal
3120,8,980,5,1,122,122,12/17/2025,Debit Card
3121,33,870,1,3,24,72,12/11/2025,PayPal
3122,6,870,1,2,112,224,12/11/2025,PayPal
3123,2,1114,2,2,25,50,12/23/2025,PayPal
3124,50,1114,2,1,116,116,12/23/2025,Credit Card
3125,26,1007,1,1,75,75,12/15/2025,PayPal
3126,42,1007,1,1,45,45,12/15/2025,Credit Card
3127,18,1007,1,1,109,109,12/15/2025,PayPal
3128,31,1007,1,3,46,138,12/15/2025,Credit Card
3129,42,517,5,1,25,25,12/9/2025,Debit Card
3130,28,517,5,2,149,298,12/9/2025,Debit Card
3131,19,669,4,3,121,363,12/11/2025,Debit Card
3132,8,669,4,2,40,80,12/11/2025,PayPal
3133,15,669,4,3,42,126,12/11/2025,Debit Card
3134,8,669,4,2,141,282,12/11/2025,PayPal
3135,29,269,3,1,55,55,12/6/2025,PayPal
3136,35,96,3,1,128,128,12/10/2025,PayPal
3137,21,96,3,2,87,174,12/10/2025,Debit Card
3138,18,96,3,2,25,50,12/10/2025,Debit Card
3139,12,96,3,2,48,96,12/10/2025,Credit Card
3140,1,202,2,3,73,219,12/30/2025,Credit Card
3141,43,202,2,1,55,55,12/30/2025,Debit Card
3142,6,202,2,1,64,64,12/30/2025,PayPal
3143,7,202,2,3,134,402,12/30/2025,PayPal
3144,39,456,3,2,26,52,12/5/2025,Debit Card
3145,14,456,3,3,117,351,12/5/2025,PayPal
3146,44,456,3,3,21,63,12/5/2025,Credit Card
3147,10,1124,2,1,113,113,12/26/2025,Debit Card
3148,17,1124,2,3,141,423,12/26/2025,Credit Card
3149,30,1124,2,3,135,405,12/26/2025,Debit Card
3150,10,1124,2,3,64,192,12/26/2025,Debit Card
3151,7,1185,3,1,22,22,12/24/2025,Debit Card
3152,30,1062,1,1,147,147,12/3/2025,Credit Card
3153,43,1062,1,2,129,258,12/3/2025,PayPal
3154,1,1189,1,1,78,78,12/10/2025,Credit Card
3155,23,1189,1,1,99,99,12/10/2025,PayPal
3156,38,1189,1,2,108,216,12/10/2025,Debit Card
3157,27,1189,1,3,114,342,12/10/2025,Credit Card
3158,27,365,2,3,130,390,12/13/2025,Debit Card
3159,8,365,2,2,91,182,12/13/2025,PayPal
3160,5,365,2,1,67,67,12/13/2025,Debit Card
3161,21,441,3,2,42,84,12/1/2025,PayPal
3162,21,441,3,2,69,138,12/1/2025,Debit Card
3163,12,441,3,2,56,112,12/1/2025,PayPal
3164,21,682,2,2,54,108,12/12/2025,Debit Card
3165,23,682,2,1,80,80,12/12/2025,Debit Card
3166,17,959,2,2,21,42,12/16/2025,PayPal
3167,28,656,4,3,39,117,12/9/2025,PayPal
3168,38,656,4,2,150,300,12/9/2025,Credit Card
3169,13,656,4,3,34,102,12/9/2025,Debit Card
3170,26,656,4,2,128,256,12/9/2025,Credit Card
3171,6,1077,3,2,113,226,12/19/2025,PayPal
3172,33,916,3,1,53,53,12/16/2025,PayPal
3173,10,916,3,3,114,342,12/16/2025,PayPal
3174,10,375,2,2,21,42,12/2/2025,Debit Card
3175,22,172,2,1,80,80,12/10/2025,PayPal
3176,28,172,2,2,109,218,12/10/2025,Credit Card
3177,40,890,3,1,94,94,12/9/2025,PayPal
3178,25,890,3,3,22,66,12/9/2025,Debit Card
3179,43,791,3,3,48,144,12/24/2025,Debit Card
3180,6,791,3,2,95,190,12/24/2025,Credit Card
3181,50,791,3,3,112,336,12/24/2025,PayPal
3182,41,890,1,1,135,135,12/8/2025,PayPal
3183,48,1110,3,1,54,54,12/14/2025,Credit Card
3184,32,1110,3,2,50,100,12/14/2025,Debit Card
3185,21,1110,3,2,141,282,12/14/2025,Debit Card
3186,44,1110,3,1,47,47,12/14/2025,PayPal
3187,15,613,3,1,124,124,12/3/2025,Credit Card
3188,35,613,3,1,91,91,12/3/2025,Debit Card
3189,34,241,3,2,66,132,12/2/2025,Credit Card
3190,13,241,3,2,102,204,12/2/2025,Debit Card
3191,32,241,3,3,119,357,12/2/2025,Debit Card
3192,14,152,2,3,127,381,12/16/2025,PayPal
3193,14,367,3,1,53,53,12/4/2025,PayPal
3194,22,367,3,2,75,150,12/4/2025,Debit Card
3195,16,373,1,2,136,272,12/22/2025,Debit Card
3196,24,373,1,3,107,321,12/22/2025,Credit Card
3197,16,373,1,2,120,240,12/22/2025,Credit Card
3198,3,810,2,2,99,198,12/9/2025,PayPal
3199,8,810,2,3,59,177,12/9/2025,Debit Card
3200,4,459,4,3,66,198,12/13/2025,Credit Card
3201,27,459,4,2,103,206,12/13/2025,Credit Card
3202,6,1181,3,1,21,21,12/9/2025,Debit Card
3203,13,420,2,1,55,55,12/31/2025,Credit Card
3204,18,420,2,1,123,123,12/31/2025,Debit Card
3205,30,420,2,3,47,141,12/31/2025,Debit Card
3206,36,420,2,2,88,176,12/31/2025,Credit Card
3207,5,785,3,1,102,102,12/24/2025,PayPal
3208,18,785,3,1,144,144,12/24/2025,PayPal
3209,5,785,3,3,139,417,12/24/2025,PayPal
3210,32,785,3,3,136,408,12/24/2025,Debit Card
3211,7,73,1,2,80,160,12/6/2025,Debit Card
3212,40,73,1,2,62,124,12/6/2025,Credit Card
3213,26,73,1,3,117,351,12/6/2025,PayPal
3214,13,298,2,2,41,82,12/9/2025,PayPal
3215,40,648,4,2,76,152,12/28/2025,Debit Card
3216,16,648,4,2,66,132,12/28/2025,Debit Card
3217,24,260,1,3,102,306,12/15/2025,Debit Card
3218,5,260,1,2,85,170,12/15/2025,Credit Card
3219,49,260,1,3,34,102,12/15/2025,Debit Card
3220,22,260,1,3,124,372,12/15/2025,Credit Card
3221,32,692,4,2,90,180,12/4/2025,Credit Card
3222,45,692,4,2,76,152,12/4/2025,Debit Card
3223,12,692,4,3,115,345,12/4/2025,PayPal
3224,6,846,4,1,45,45,12/21/2025,Debit Card
3225,41,846,4,2,26,52,12/21/2025,PayPal
3226,8,846,4,1,44,44,12/21/2025,Debit Card
3227,33,846,4,2,70,140,12/21/2025,Debit Card
3228,33,1028,4,3,95,285,12/28/2025,PayPal
3229,35,1028,4,1,32,32,12/28/2025,Credit Card
3230,24,649,1,2,43,86,12/7/2025,Debit Card
3231,43,992,1,2,97,194,12/24/2025,Credit Card
3232,41,602,1,1,68,68,12/6/2025,Credit Card
3233,24,602,1,1,33,33,12/6/2025,Credit Card
3234,14,602,1,2,149,298,12/6/2025,Credit Card
3235,17,684,4,1,21,21,12/31/2025,PayPal
3236,1,684,4,1,145,145,12/31/2025,Credit Card
3237,17,1015,5,2,136,272,12/23/2025,PayPal
3238,18,580,4,3,110,330,12/22/2025,Credit Card
3239,29,580,4,1,66,66,12/22/2025,PayPal
3240,4,580,4,3,78,234,12/22/2025,PayPal
3241,12,1044,1,1,93,93,12/17/2025,Debit Card
3242,19,1044,1,1,20,20,12/17/2025,PayPal
3243,27,1044,1,3,56,168,12/17/2025,Debit Card
3244,43,1176,2,1,35,35,12/23/2025,PayPal
3245,50,1176,2,3,120,360,12/23/2025,Credit Card
3246,4,1176,2,1,89,89,12/23/2025,Debit Card
3247,6,832,5,1,123,123,12/30/2025,Debit Card
3248,34,832,5,2,123,246,12/30/2025,Debit Card
3249,26,35,5,2,63,126,12/13/2025,PayPal
3250,38,35,5,2,123,246,12/13/2025,PayPal
3251,49,913,4,1,112,112,12/10/2025,PayPal
3252,17,913,4,1,63,63,12/10/2025,Credit Card
3253,24,913,4,1,141,141,12/10/2025,PayPal
3254,48,913,4,1,48,48,12/10/2025,Credit Card
3255,46,365,2,3,61,183,12/28/2025,Debit Card
3256,47,365,2,3,70,210,12/28/2025,Credit Card
3257,5,365,2,1,124,124,12/28/2025,Credit Card
3258,14,991,2,2,94,188,12/20/2025,Debit Card
3259,31,991,2,2,103,206,12/20/2025,PayPal
3260,26,991,2,2,140,280,12/20/2025,Debit Card
3261,38,558,1,2,31,62,12/17/2025,PayPal
3262,44,558,1,1,111,111,12/17/2025,Debit Card
3263,35,558,1,1,114,114,12/17/2025,Credit Card
3264,5,348,3,2,117,234,12/7/2025,PayPal
3265,15,769,4,1,62,62,12/7/2025,Credit Card
3266,43,769,4,1,83,83,12/7/2025,Debit Card
3267,15,769,4,1,21,21,12/7/2025,Debit Card
3268,42,641,3,2,78,156,12/4/2025,PayPal
3269,42,641,3,3,142,426,12/4/2025,Debit Card
3270,45,641,3,1,80,80,12/4/2025,Credit Card
3271,46,641,3,1,136,136,12/4/2025,Credit Card
3272,19,657,5,3,87,261,12/20/2025,PayPal
3273,20,1121,5,3,104,312,12/4/2025,Debit Card
3274,7,396,4,1,23,23,12/31/2025,Credit Card
3275,46,396,4,2,107,214,12/31/2025,Debit Card
3276,24,465,4,2,82,164,12/29/2025,PayPal
3277,39,255,1,2,130,260,12/20/2025,Debit Card
3278,12,251,4,3,142,426,12/28/2025,PayPal
3279,33,251,4,3,111,333,12/28/2025,PayPal
3280,3,251,4,3,32,96,12/28/2025,Debit Card
3281,21,251,4,2,97,194,12/28/2025,Credit Card
3282,14,1082,5,3,29,87,12/11/2025,Debit Card
3283,24,935,3,2,104,208,12/13/2025,Debit Card
3284,35,935,3,3,128,384,12/13/2025,Credit Card
3285,2,935,3,2,47,94,12/13/2025,Credit Card
3286,41,935,3,1,38,38,12/13/2025,Debit Card
3287,44,725,5,2,144,288,12/11/2025,Debit Card
3288,35,688,4,3,139,417,12/12/2025,PayPal
3289,1,688,4,3,82,246,12/12/2025,Debit Card
3290,27,886,1,3,121,363,12/24/2025,Debit Card
3291,3,886,1,3,43,129,12/24/2025,Debit Card
3292,30,125,2,1,149,149,12/2/2025,Credit Card
3293,24,310,3,2,63,126,12/10/2025,Debit Card
3294,38,310,3,1,50,50,12/10/2025,PayPal
3295,3,310,3,3,57,171,12/17/2025,Debit Card
3296,30,310,3,1,101,101,12/17/2025,PayPal
3297,22,913,3,3,108,324,12/21/2025,Credit Card
3298,21,913,3,1,24,24,12/21/2025,Credit Card
3299,36,913,3,2,23,46,12/21/2025,PayPal
3300,4,489,1,2,32,64,12/20/2025,Debit Card
3301,50,489,1,2,72,144,12/20/2025,PayPal
3302,21,489,1,1,35,35,12/20/2025,Credit Card
3303,41,9,3,2,82,164,12/18/2025,Credit Card
3304,47,9,3,2,57,114,12/18/2025,Debit Card
3305,28,9,3,3,40,120,12/18/2025,PayPal
3306,3,9,3,3,83,249,12/18/2025,Debit Card
3307,49,408,2,1,63,63,12/7/2025,Debit Card
3308,15,603,4,3,53,159,12/21/2025,Credit Card
3309,48,583,2,2,108,216,12/7/2025,PayPal
3310,45,507,3,3,66,198,12/3/2025,Credit Card
3311,46,857,5,2,101,202,12/10/2025,Debit Card
3312,20,632,5,1,126,126,12/23/2025,Credit Card
3313,41,632,5,3,107,321,12/23/2025,Debit Card
3314,5,632,5,2,72,144,12/23/2025,PayPal
3315,2,748,2,1,56,56,12/21/2025,Debit Card
3316,45,748,2,2,148,296,12/21/2025,PayPal
3317,50,283,1,3,117,351,12/8/2025,Debit Card
3318,30,283,1,2,114,228,12/8/2025,PayPal
3319,17,283,1,1,34,34,12/8/2025,Debit Card
3320,12,283,1,3,27,81,12/8/2025,PayPal
3321,10,1042,1,3,91,273,12/29/2025,Debit Card
3322,40,1042,1,3,81,243,12/29/2025,Debit Card
3323,31,1042,1,1,91,91,12/29/2025,PayPal
3324,38,890,2,2,87,174,12/5/2025,Credit Card
3325,42,890,2,1,57,57,12/5/2025,Credit Card
3326,3,157,1,1,109,109,12/25/2025,Credit Card
3327,18,236,4,3,117,351,12/10/2025,Credit Card
3328,4,1037,1,1,112,112,12/20/2025,Debit Card
3329,42,1037,1,2,128,256,12/20/2025,Debit Card
3330,41,1037,1,3,64,192,12/20/2025,Credit Card
3331,10,16,2,2,44,88,12/15/2025,Debit Card
3332,41,16,2,2,114,228,12/15/2025,PayPal
3333,5,490,1,3,141,423,12/15/2025,Debit Card
3334,11,490,1,3,74,222,12/15/2025,PayPal
3335,38,490,1,1,132,132,12/15/2025,Credit Card
3336,36,351,3,3,102,306,12/22/2025,PayPal
3337,16,351,3,2,41,82,12/22/2025,PayPal
3338,30,1111,4,2,130,260,12/13/2025,PayPal
3339,35,1111,4,2,67,134,12/13/2025,Credit Card
3340,11,1111,4,2,121,242,12/13/2025,PayPal
3341,43,189,3,2,103,206,12/2/2025,Debit Card
3342,13,189,3,3,72,216,12/2/2025,Debit Card
3343,14,189,3,3,109,327,12/2/2025,Debit Card
3344,38,244,3,3,147,441,12/7/2025,Debit Card
3345,16,244,3,3,71,213,12/7/2025,Credit Card
3346,13,1156,5,3,47,141,12/18/2025,PayPal
3347,5,1156,5,1,123,123,12/18/2025,PayPal
3348,45,1156,5,3,132,396,12/18/2025,Debit Card
3349,30,974,1,2,95,190,12/6/2025,PayPal
3350,5,222,5,1,25,25,12/2/2025,PayPal
3351,45,222,5,1,60,60,12/2/2025,Debit Card
3352,44,222,5,1,120,120,12/2/2025,Credit Card
3353,5,15,3,3,105,315,12/3/2025,Debit Card
3354,10,667,4,1,48,48,12/18/2025,PayPal
3355,31,667,4,3,91,273,12/18/2025,Credit Card
3356,37,667,4,3,104,312,12/18/2025,Credit Card
3357,46,424,3,3,70,210,12/3/2025,Debit Card
3358,43,424,3,3,114,342,12/3/2025,Credit Card
3359,26,1076,3,1,22,22,12/18/2025,Credit Card
3360,6,1076,3,2,43,86,12/18/2025,Debit Card
3361,3,1076,3,2,68,136,12/18/2025,Debit Card
3362,25,1171,2,1,91,91,12/1/2025,PayPal
3363,10,1171,2,2,37,74,12/1/2025,Debit Card
3364,27,1171,2,2,66,132,12/1/2025,Credit Card
3365,45,317,3,2,88,176,12/17/2025,Debit Card
3366,7,317,3,3,46,138,12/17/2025,Credit Card
3367,29,317,3,2,84,168,12/17/2025,Debit Card
3368,30,317,3,2,91,182,12/17/2025,PayPal
3369,19,472,5,1,142,142,12/17/2025,Debit Card
3370,49,472,5,1,99,99,12/17/2025,Credit Card
3371,42,472,5,2,52,104,12/17/2025,PayPal
3372,9,708,5,1,94,94,12/25/2025,Credit Card
3373,24,708,5,1,91,91,12/25/2025,Credit Card
3374,3,708,5,2,68,136,12/25/2025,Credit Card
3375,34,863,3,3,26,78,12/18/2025,PayPal
3376,18,863,3,3,24,72,12/18/2025,Credit Card
3377,42,863,3,2,91,182,12/18/2025,Debit Card
3378,36,863,3,1,32,32,12/18/2025,Credit Card
3379,45,788,4,3,135,405,12/4/2025,Debit Card
3380,3,678,1,1,81,81,12/4/2025,Debit Card
3381,30,678,1,1,145,145,12/4/2025,PayPal
3382,27,648,4,3,36,108,12/30/2025,PayPal
3383,13,648,4,3,63,189,12/30/2025,Credit Card
3384,44,648,4,3,144,432,12/30/2025,PayPal
3385,48,100,5,1,78,78,12/1/2025,PayPal
3386,25,286,3,2,62,124,12/7/2025,Credit Card
3387,8,286,3,3,139,417,12/7/2025,PayPal
3388,32,286,3,1,20,20,12/7/2025,Debit Card
3389,32,871,1,1,145,145,12/24/2025,Debit Card
3390,44,871,1,2,53,106,12/24/2025,Debit Card
3391,18,871,1,1,68,68,12/24/2025,PayPal
3392,31,154,1,2,61,122,12/13/2025,Debit Card
3393,20,154,1,3,72,216,12/13/2025,PayPal
3394,11,154,1,2,39,78,12/13/2025,PayPal
3395,49,154,1,2,77,154,12/13/2025,Credit Card
3396,47,618,4,1,42,42,12/19/2025,Credit Card
3397,19,417,5,2,124,248,12/26/2025,Debit Card
3398,11,417,5,3,81,243,12/26/2025,Credit Card
3399,6,417,5,2,30,60,12/26/2025,Credit Card
3400,48,417,5,3,123,369,12/26/2025,Credit Card
3401,7,1141,5,2,68,136,12/13/2025,PayPal
3402,15,1141,5,3,128,384,12/13/2025,PayPal
3403,2,1141,5,3,67,201,12/13/2025,Debit Card
3404,12,174,2,3,30,90,12/22/2025,PayPal
3405,43,893,2,2,64,128,12/17/2025,PayPal
3406,1,350,2,1,39,39,12/15/2025,Debit Card
3407,5,350,2,1,126,126,12/15/2025,PayPal
3408,32,541,5,3,41,123,12/5/2025,Credit Card
3409,25,331,3,3,135,405,12/8/2025,PayPal
3410,26,339,3,3,150,450,12/7/2025,PayPal
3411,36,339,3,3,149,447,12/7/2025,Debit Card
3412,11,339,3,3,87,261,12/7/2025,Debit Card
3413,21,339,3,3,140,420,12/7/2025,PayPal
3414,30,1098,4,1,112,112,12/13/2025,Debit Card
3415,42,1098,4,2,22,44,12/13/2025,Credit Card
3416,46,1098,4,2,142,284,12/13/2025,Debit Card
3417,23,1098,4,3,97,291,12/13/2025,Debit Card
3418,22,1005,1,3,84,252,12/4/2025,Credit Card
3419,17,1005,1,2,52,104,12/4/2025,Debit Card
3420,41,504,1,1,124,124,12/26/2025,PayPal
3421,50,504,1,1,127,127,12/26/2025,PayPal
3422,46,889,2,3,90,270,12/26/2025,PayPal
3423,50,889,2,3,116,348,12/26/2025,Credit Card
3424,13,261,1,3,96,288,12/18/2025,PayPal
3425,8,261,1,2,111,222,12/18/2025,Debit Card
3426,11,261,1,3,32,96,12/18/2025,Debit Card
3427,49,746,2,2,135,270,12/11/2025,Credit Card
3428,2,746,2,3,120,360,12/11/2025,Credit Card
3429,10,866,1,2,126,252,12/26/2025,Debit Card
3430,21,866,1,2,145,290,12/26/2025,Credit Card
3431,2,866,1,3,40,120,12/26/2025,Credit Card
3432,25,131,1,2,104,208,12/13/2025,Credit Card
3433,48,131,1,3,132,396,12/13/2025,Debit Card
3434,2,131,1,1,27,27,12/13/2025,Credit Card
3435,34,1114,1,3,139,417,12/8/2025,Credit Card
3436,48,635,2,3,28,84,12/26/2025,Debit Card
3437,14,466,3,1,74,74,12/6/2025,Debit Card
3438,43,466,3,3,96,288,12/6/2025,Debit Card
3439,5,1162,2,2,104,208,12/16/2025,Credit Card
3440,2,1162,2,3,114,342,12/16/2025,Credit Card
3441,27,1162,2,3,103,309,12/16/2025,Credit Card
3442,21,893,1,3,132,396,12/17/2025,Debit Card
3443,6,899,3,3,46,138,12/12/2025,Debit Card
3444,12,899,3,3,39,117,12/12/2025,Credit Card
3445,27,210,4,1,97,97,12/22/2025,PayPal
3446,8,210,4,2,28,56,12/22/2025,Debit Card
3447,9,210,4,3,142,426,12/22/2025,PayPal
3448,28,210,4,1,103,103,12/22/2025,PayPal
3449,9,247,5,3,93,279,12/18/2025,PayPal
3450,19,247,5,1,134,134,12/18/2025,Credit Card
3451,48,1011,5,3,96,288,12/26/2025,Debit Card
3452,22,1011,5,2,20,40,12/26/2025,PayPal
3453,34,1011,5,2,126,252,12/26/2025,Debit Card
3454,39,1011,5,3,46,138,12/26/2025,Debit Card
3455,23,280,4,2,82,164,12/6/2025,PayPal
3456,48,280,4,3,136,408,12/6/2025,Credit Card
3457,11,63,1,3,61,183,12/3/2025,Debit Card
3458,25,63,1,2,146,292,12/3/2025,Credit Card
3459,41,310,1,1,90,90,12/6/2025,PayPal
3460,12,140,3,3,61,183,12/20/2025,Debit Card
3461,20,140,3,1,137,137,12/20/2025,PayPal
3462,1,1079,2,3,60,180,12/11/2025,Credit Card
3463,40,874,4,2,110,220,12/9/2025,PayPal
3464,39,874,4,3,66,198,12/9/2025,PayPal
3465,42,874,4,2,144,288,12/9/2025,Debit Card
3466,4,491,3,3,69,207,12/6/2025,Debit Card
3467,31,491,3,1,49,49,12/6/2025,Debit Card
3468,40,167,3,2,37,74,12/14/2025,Credit Card
3469,7,920,2,3,41,123,12/9/2025,Credit Card
3470,13,920,2,1,77,77,12/9/2025,Credit Card
3471,47,920,2,1,56,56,12/9/2025,PayPal
3472,35,920,2,1,71,71,12/9/2025,PayPal
3473,20,629,3,1,144,144,12/1/2025,Credit Card
3474,19,629,3,2,134,268,12/1/2025,Credit Card
3475,30,629,3,2,23,46,12/1/2025,Credit Card
3476,28,774,3,1,146,146,12/2/2025,Debit Card
3477,10,774,3,2,106,212,12/2/2025,Credit Card
3478,7,774,3,3,59,177,12/2/2025,Debit Card
3479,13,740,2,1,20,20,12/24/2025,Debit Card
3480,37,740,2,1,147,147,12/24/2025,Debit Card
3481,44,369,5,3,132,396,12/14/2025,PayPal
3482,33,369,5,3,40,120,12/14/2025,Credit Card
3483,15,369,5,3,138,414,12/14/2025,Debit Card
3484,27,369,5,1,54,54,12/14/2025,Debit Card
3485,17,953,4,1,35,35,12/16/2025,PayPal
3486,50,953,4,3,119,357,12/16/2025,PayPal
3487,14,953,4,3,113,339,12/16/2025,Debit Card
3488,48,382,3,3,118,354,12/10/2025,Credit Card
3489,39,988,1,2,87,174,12/14/2025,Credit Card
3490,10,988,1,1,58,58,12/14/2025,Credit Card
3491,43,988,1,1,121,121,12/14/2025,Credit Card
3492,1,988,1,1,138,138,12/14/2025,Credit Card
3493,8,439,4,1,102,102,12/30/2025,Debit Card
3494,18,439,4,3,132,396,12/30/2025,Debit Card
3495,8,439,4,3,82,246,12/30/2025,Debit Card
3496,18,1109,5,1,135,135,12/10/2025,Credit Card
3497,22,563,1,3,37,111,12/11/2025,PayPal
3498,37,563,1,1,94,94,12/11/2025,PayPal
3499,17,563,1,2,117,234,12/11/2025,Debit Card
3500,3,934,1,3,65,195,12/31/2025,Credit Card
3501,2,934,1,3,80,240,12/31/2025,PayPal
3502,7,210,4,1,140,140,12/6/2025,PayPal
3503,40,210,4,1,39,39,12/6/2025,Credit Card
3504,39,210,4,3,108,324,12/6/2025,Credit Card
3505,30,210,4,3,89,267,12/6/2025,Debit Card
3506,42,59,4,1,131,131,12/25/2025,PayPal
3507,2,59,4,1,68,68,12/25/2025,PayPal
3508,30,59,4,3,32,96,12/25/2025,PayPal
3509,40,59,4,2,22,44,12/25/2025,Debit Card
3510,11,65,5,1,89,89,12/10/2025,PayPal
3511,49,65,5,1,143,143,12/10/2025,PayPal
3512,32,65,5,1,125,125,12/10/2025,Credit Card
3513,4,65,5,1,108,108,12/10/2025,Credit Card
3514,1,493,1,1,120,120,12/7/2025,Debit Card
3515,25,493,1,2,95,190,12/7/2025,PayPal
3516,41,493,1,1,141,141,12/7/2025,Debit Card
3517,21,493,1,3,82,246,12/7/2025,PayPal
3518,6,596,4,3,54,162,12/2/2025,PayPal
3519,30,596,4,1,135,135,12/2/2025,Debit Card
3520,5,1073,1,3,32,96,12/23/2025,PayPal
3521,13,1073,1,3,130,390,12/23/2025,Credit Card
3522,39,1073,1,3,123,369,12/23/2025,Credit Card
3523,35,1073,1,2,47,94,12/23/2025,Credit Card
3524,40,285,1,3,76,228,12/31/2025,Debit Card
3525,21,125,4,3,137,411,12/10/2025,Debit Card
3526,40,125,4,1,91,91,12/10/2025,Debit Card
3527,48,692,2,3,120,360,12/16/2025,PayPal
3528,8,81,1,1,112,112,12/20/2025,Credit Card
3529,18,81,1,1,88,88,12/20/2025,Credit Card
3530,24,105,4,1,122,122,12/21/2025,Credit Card
3531,48,105,4,2,57,114,12/21/2025,Credit Card
3532,43,105,4,3,53,159,12/21/2025,Credit Card
3533,34,105,4,1,30,30,12/21/2025,Debit Card
3534,19,1107,5,1,54,54,12/18/2025,Credit Card
3535,25,1162,4,3,99,297,12/25/2025,PayPal
3536,1,1162,4,3,97,291,12/25/2025,PayPal
3537,7,1162,4,2,78,156,12/25/2025,PayPal
3538,41,204,4,3,25,75,12/2/2025,PayPal
3539,7,204,4,3,55,165,12/2/2025,Debit Card
3540,35,857,2,2,56,112,12/12/2025,Debit Card
3541,34,857,2,3,150,450,12/12/2025,Debit Card
3542,26,857,2,3,94,282,12/12/2025,PayPal
3543,39,686,4,2,25,50,12/15/2025,Credit Card
3544,14,686,4,2,27,54,12/15/2025,Debit Card
3545,28,686,4,1,129,129,12/15/2025,PayPal
3546,7,686,4,2,23,46,12/15/2025,Debit Card
3547,11,509,1,1,128,128,12/21/2025,Debit Card
3548,10,509,1,3,99,297,12/21/2025,Debit Card
3549,40,462,1,2,105,210,12/18/2025,Debit Card
3550,45,462,1,2,96,192,12/18/2025,Debit Card
3551,34,462,1,2,40,80,12/18/2025,PayPal
3552,15,997,5,2,36,72,12/19/2025,Credit Card
3553,17,997,5,1,126,126,12/19/2025,Debit Card
3554,21,997,5,1,52,52,12/19/2025,PayPal
3555,7,997,5,3,146,438,12/19/2025,PayPal
3556,46,978,4,1,81,81,12/1/2025,Credit Card
3557,24,978,4,3,94,282,12/1/2025,PayPal
3558,38,978,4,1,140,140,12/1/2025,PayPal
3559,48,602,5,2,129,258,12/4/2025,Credit Card
3560,2,602,5,3,68,204,12/4/2025,Debit Card
3561,18,602,5,3,93,279,12/4/2025,Credit Card
3562,27,631,4,3,112,336,12/26/2025,PayPal
3563,11,372,1,2,79,158,12/13/2025,Debit Card
3564,25,716,3,2,71,142,12/8/2025,Debit Card
3565,35,716,3,1,67,67,12/8/2025,PayPal
3566,11,716,3,3,29,87,12/8/2025,Debit Card
3567,20,539,4,2,114,228,12/13/2025,Credit Card
3568,7,539,4,2,86,172,12/13/2025,PayPal
3569,13,539,4,3,99,297,12/13/2025,Credit Card
3570,5,539,4,3,86,258,12/13/2025,Debit Card
3571,39,781,5,3,125,375,12/31/2025,Debit Card
3572,16,781,5,2,99,198,12/31/2025,Debit Card
3573,15,781,5,2,55,110,12/31/2025,Credit Card
3574,1,1196,1,3,36,108,12/29/2025,PayPal
3575,18,1076,3,3,21,63,12/27/2025,PayPal
3576,14,1076,3,2,30,60,12/27/2025,Debit Card
3577,33,1076,3,3,94,282,12/27/2025,Credit Card
3578,5,1076,3,1,147,147,12/27/2025,PayPal
3579,16,1029,1,1,48,48,12/3/2025,Debit Card
3580,48,1029,1,1,66,66,12/3/2025,Debit Card
3581,26,1181,4,1,142,142,12/27/2025,PayPal
3582,31,1181,4,1,58,58,12/27/2025,Debit Card
3583,40,1181,4,1,130,130,12/27/2025,Credit Card
3584,26,464,5,1,136,136,12/10/2025,Credit Card
3585,48,464,5,2,47,94,12/10/2025,Debit Card
3586,19,464,5,3,47,141,12/10/2025,Debit Card
3587,48,974,1,3,55,165,12/17/2025,PayPal
3588,41,974,1,2,75,150,12/17/2025,Credit Card
3589,38,974,1,1,72,72,12/17/2025,Debit Card
3590,38,974,1,2,138,276,12/17/2025,Credit Card
3591,34,759,3,2,78,156,12/8/2025,PayPal
3592,21,759,3,2,51,102,12/8/2025,Credit Card
3593,4,759,3,3,50,150,12/8/2025,Debit Card
3594,37,184,5,3,51,153,12/5/2025,Debit Card
3595,40,184,5,1,42,42,12/5/2025,PayPal
3596,2,184,5,1,103,103,12/5/2025,PayPal
3597,31,184,5,3,108,324,12/5/2025,PayPal
3598,37,924,5,2,148,296,12/17/2025,Credit Card
3599,19,924,5,3,129,387,12/17/2025,Debit Card
3600,17,1143,5,2,70,140,12/24/2025,Debit Card
3601,8,1143,5,2,147,294,12/24/2025,PayPal
3602,9,1143,5,1,141,141,12/24/2025,Debit Card
3603,28,229,3,1,140,140,12/16/2025,Debit Card
