order_id,customer_id,user_id,order_date,status,total_amount
1319,1015,5,12/23/2025,Cancelled,272
1320,580,4,12/22/2025,Completed,630
1321,1044,1,12/17/2025,Completed,281
1322,1176,2,12/23/2025,Completed,484
1323,832,5,12/30/2025,Completed,369
1324,35,5,12/13/2025,Completed,372
1325,913,4,12/10/2025,Cancelled,364
1326,365,2,12/28/2025,Processing,517
1327,991,2,12/20/2025,Processing,674
1328,558,1,12/17/2025,Completed,287
1329,348,3,12/7/2025,Completed,234
1330,769,4,12/7/2025,Processing,166
1331,641,3,12/4/2025,Processing,798
1332,657,5,12/20/2025,Cancelled,261
1333,1121,5,12/4/2025,Completed,312
1334,396,4,12/31/2025,Cancelled,237
1335,465,4,12/29/2025,Completed,164
1336,255,1,12/20/2025,Processing,260
1337,251,4,12/28/2025,Cancelled,1049
1338,1082,5,12/11/2025,Cancelled,87
1339,935,3,12/13/2025,Completed,724
1340,725,5,12/11/2025,Processing,288
1341,688,4,12/12/2025,Cancelled,663
1342,886,1,12/24/2025,Processing,492
1343,125,2,12/2/2025,Completed,149
1344,310,3,12/10/2025,Completed,176
1345,310,3,12/17/2025,Completed,272
1346,913,3,12/21/2025,Processing,394
1347,489,1,12/20/2025,Completed,243
1348,9,3,12/18/2025,Cancelled,647
1349,408,2,12/7/2025,Cancelled,63
1350,603,4,12/21/2025,Completed,159
1351,583,2,12/7/2025,Completed,216
1352,507,3,12/3/2025,Processing,198
1353,857,5,12/10/2025,Cancelled,202
1354,632,5,12/23/2025,Completed,591
1355,748,2,12/21/2025,Cancelled,352
1356,283,1,12/8/2025,Cancelled,694
1357,1042,1,12/29/2025,Cancelled,607
1358,890,2,12/5/2025,Processing,231
1359,157,1,12/25/2025,Processing,109
1360,236,4,12/10/2025,Processing,351
1361,1037,1,12/20/2025,Processing,560
1362,16,2,12/15/2025,Completed,316
1363,490,1,12/15/2025,Cancelled,777
1364,351,3,12/22/2025,Cancelled,388
1365,1111,4,12/13/2025,Completed,636
1366,189,3,12/2/2025,Processing,749
1367,244,3,12/7/2025,Processing,654
1368,1156,5,12/18/2025,Cancelled,660
1369,974,1,12/6/2025,Cancelled,190
1370,222,5,12/2/2025,Completed,205
1371,15,3,12/3/2025,Cancelled,315
1372,667,4,12/18/2025,Processing,633
1373,424,3,12/3/2025,Cancelled,552
1374,1076,3,12/18/2025,Processing,244
1375,1171,2,12/1/2025,Cancelled,297
1376,317,3,12/17/2025,Completed,664
1377,472,5,12/17/2025,Processing,345
1378,708,5,12/25/2025,Completed,321
1379,863,3,12/18/2025,Processing,364
1380,788,4,12/4/2025,Processing,405
1381,678,1,12/4/2025,Cancelled,226
1382,648,4,12/30/2025,Processing,729
1383,100,5,12/1/2025,Completed,78
1384,286,3,12/7/2025,Processing,561
1385,871,1,12/24/2025,Processing,319
1386,154,1,12/13/2025,Cancelled,570
1387,618,4,12/19/2025,Completed,42
1388,417,5,12/26/2025,Completed,920
1389,1141,5,12/13/2025,Processing,721
1390,174,2,12/22/2025,Processing,90
1391,893,2,12/17/2025,Completed,128
1392,350,2,12/15/2025,Cancelled,165
1393,541,5,12/5/2025,Cancelled,123
1394,331,3,12/8/2025,Processing,405
1395,339,3,12/7/2025,Completed,1578
1396,1098,4,12/13/2025,Cancelled,731
1397,1005,1,12/4/2025,Completed,356
1398,504,1,12/26/2025,Completed,251
1399,889,2,12/26/2025,Cancelled,618
1400,261,1,12/18/2025,Cancelled,606
1401,746,2,12/11/2025,Cancelled,630
1402,866,1,12/26/2025,Completed,662
1403,131,1,12/13/2025,Completed,631
1404,1114,1,12/8/2025,Processing,417
1405,635,2,12/26/2025,Completed,84
1406,466,3,12/6/2025,Processing,362
1407,1162,2,12/16/2025,Processing,859
1408,893,1,12/17/2025,Cancelled,396
1409,899,3,12/12/2025,Completed,255
1410,210,4,12/22/2025,Processing,682
1411,247,5,12/18/2025,Completed,413
1412,1011,5,12/26/2025,Processing,718
1413,280,4,12/6/2025,Cancelled,572
1414,63,1,12/3/2025,Processing,475
1415,310,1,12/6/2025,Completed,90
1416,140,3,12/20/2025,Processing,320
1417,1079,2,12/11/2025,Cancelled,180
1418,874,4,12/9/2025,Processing,706
1419,491,3,12/6/2025,Completed,256
1420,167,3,12/14/2025,Processing,74
1421,920,2,12/9/2025,Processing,327
1422,629,3,12/1/2025,Cancelled,458
1423,774,3,12/2/2025,Cancelled,535
1424,740,2,12/24/2025,Cancelled,167
1425,369,5,12/14/2025,Processing,984
1426,953,4,12/16/2025,Processing,731
1427,382,3,12/10/2025,Cancelled,354
1428,988,1,12/14/2025,Processing,491
1429,439,4,12/30/2025,Completed,744
1430,1109,5,12/10/2025,Cancelled,135
1431,563,1,12/11/2025,Completed,439
1432,934,1,12/31/2025,Completed,435
1433,210,4,12/6/2025,Completed,770
1434,59,4,12/25/2025,Processing,339
1435,65,5,12/10/2025,Completed,465
1436,493,1,12/7/2025,Completed,697
1437,596,4,12/2/2025,Processing,297
1438,1073,1,12/23/2025,Processing,949
1439,285,1,12/31/2025,Cancelled,228
1440,125,4,12/10/2025,Completed,502
1441,692,2,12/16/2025,Processing,360
1442,81,1,12/20/2025,Cancelled,200
1443,105,4,12/21/2025,Processing,425
1444,1107,5,12/18/2025,Cancelled,54
1445,1162,4,12/25/2025,Processing,744
1446,204,4,12/2/2025,Cancelled,240
1447,857,2,12/12/2025,Processing,844
1448,686,4,12/15/2025,Cancelled,279
1449,509,1,12/21/2025,Completed,425
1450,462,1,12/18/2025,Processing,482
1451,997,5,12/19/2025,Completed,688
1452,978,4,12/1/2025,Cancelled,503
1453,602,5,12/4/2025,Cancelled,741
1454,631,4,12/26/2025,Cancelled,336
1455,372,1,12/13/2025,Completed,158
1456,716,3,12/8/2025,Processing,296
1457,539,4,12/13/2025,Processing,955
1458,781,5,12/31/2025,Cancelled,683
1459,1196,1,12/29/2025,Processing,108
1460,1076,3,12/27/2025,Processing,552
1461,1029,1,12/3/2025,Processing,114
1462,1181,4,12/27/2025,Processing,330
1463,464,5,12/10/2025,Processing,371
1464,974,1,12/17/2025,Completed,663
1465,759,3,12/8/2025,Cancelled,408
1466,184,5,12/5/2025,Cancelled,622
1467,924,5,12/17/2025,Cancelled,683
1468,1143,5,12/24/2025,Completed,575
1469,229,3,12/16/2025,Completed,526
1470,1115,5,12/21/2025,Processing,332
1471,824,3,12/2/2025,Completed,325
1472,212,5,12/6/2025,Cancelled,754
1473,906,5,12/25/2025,Completed,153
1474,66,2,12/27/2025,Processing,684
1475,27,4,12/10/2025,Cancelled,380
1476,228,2,12/9/2025,Processing,614
1477,455,3,12/30/2025,Cancelled,288
1478,855,5,12/20/2025,Processing,197
1479,1050,4,12/8/2025,Cancelled,174
1480,64,2,12/2/2025,Cancelled,1036
1481,834,1,12/11/2025,Processing,110
1482,807,5,12/9/2025,Processing,888
1483,1073,2,12/22/2025,Processing,204
1484,415,3,12/17/2025,Cancelled,68
1485,274,1,12/22/2025,Completed,147
1486,129,3,12/18/2025,Cancelled,528
1487,801,1,12/19/2025,Processing,599
1488,141,1,12/9/2025,Cancelled,237
1489,1084,2,12/9/2025,Cancelled,392
1490,1171,5,12/17/2025,Processing,234
1491,918,4,12/15/2025,Completed,937
1492,811,4,12/8/2025,Completed,434
1493,796,2,12/30/2025,Completed,548
1494,385,2,12/22/2025,Cancelled,418
1495,1153,5,12/31/2025,Processing,319
1496,1008,3,12/4/2025,Processing,514
1497,397,5,12/28/2025,Completed,902
1498,635,4,12/14/2025,Processing,298
1499,939,4,12/14/2025,Cancelled,515
1500,12,4,12/1/2025,Cancelled,25
1501,823,4,12/12/2025,Cancelled,590
1502,742,1,12/3/2025,Processing,206
1503,566,5,12/15/2025,Completed,826
1504,1092,4,12/25/2025,Completed,50
1505,1119,5,12/11/2025,Completed,26
1506,156,4,12/2/2025,Completed,242
1507,102,4,12/20/2025,Processing,297
1508,200,5,12/2/2025,Cancelled,181
1509,1152,3,12/14/2025,Completed,120
1510,782,4,12/25/2025,Completed,368
1511,1142,4,12/30/2025,Processing,673
1512,896,1,12/27/2025,Completed,248
1513,909,2,12/6/2025,Completed,787
1514,635,3,12/19/2025,Cancelled,821
1515,378,3,12/24/2025,Cancelled,261
1516,533,4,12/3/2025,Cancelled,295
1517,150,5,12/1/2025,Completed,229
1518,1147,2,12/10/2025,Processing,517
1519,103,4,12/26/2025,Completed,175
1520,277,4,12/24/2025,Cancelled,455
1521,277,5,12/12/2025,Completed,294
1522,45,4,12/25/2025,Completed,90
1523,758,1,12/5/2025,Completed,311
1524,525,5,12/3/2025,Completed,677
1525,22,5,12/19/2025,Processing,357
1526,12,2,12/6/2025,Cancelled,410
1527,76,5,12/19/2025,Completed,413
1528,713,4,12/13/2025,Processing,142
1529,116,3,12/9/2025,Completed,295
1530,408,4,12/31/2025,Completed,518
1531,358,3,12/15/2025,Completed,78
1532,170,5,12/14/2025,Completed,318
1533,777,2,12/6/2025,Completed,638
1534,879,4,12/4/2025,Processing,797
1535,787,5,12/30/2025,Completed,312
1536,2,1,12/28/2025,Completed,615
1537,713,5,12/5/2025,Completed,280
1538,50,2,12/10/2025,Completed,991
1539,192,1,12/16/2025,Completed,417
1540,1155,3,12/29/2025,Completed,255
1541,1002,5,12/19/2025,Cancelled,603
1542,1172,1,12/12/2025,Processing,311
1543,357,5,12/23/2025,Processing,806
1544,157,1,12/6/2025,Cancelled,274
1545,837,4,12/5/2025,Cancelled,588
1546,422,1,12/17/2025,Completed,376
1547,287,2,12/22/2025,Processing,535
1548,148,1,12/3/2025,Cancelled,115
1549,632,2,12/29/2025,Processing,791
1550,716,2,12/11/2025,Cancelled,442
1551,1068,5,12/29/2025,Cancelled,183
1552,1122,3,12/8/2025,Completed,62
1553,941,4,12/12/2025,Completed,425
1554,292,5,12/28/2025,Cancelled,463
1555,288,5,12/28/2025,Completed,477
1556,161,3,12/25/2025,Processing,156
1557,447,5,12/18/2025,Cancelled,296
1558,111,2,12/29/2025,Cancelled,510
1559,1021,1,12/21/2025,Cancelled,117
1560,694,3,12/7/2025,Completed,825
1561,532,3,12/3/2025,Completed,264
1562,120,1,12/1/2025,Cancelled,412
1563,1118,4,12/20/2025,Completed,144
1564,269,3,12/15/2025,Completed,723
1565,867,3,12/22/2025,Cancelled,396
1566,903,5,12/31/2025,Completed,1053
1567,275,1,12/19/2025,Processing,42
1568,36,1,12/6/2025,Completed,422
1569,362,4,12/25/2025,Processing,536
1570,255,3,12/7/2025,Processing,639
1571,1034,3,12/23/2025,Completed,1009
1572,306,5,12/25/2025,Cancelled,415
1573,272,3,12/19/2025,Completed,189
1574,1118,5,12/15/2025,Processing,465
1575,258,3,12/23/2025,Cancelled,62
1576,582,1,12/24/2025,Completed,541
1577,191,2,12/26/2025,Cancelled,116
1578,911,2,12/31/2025,Processing,654
1579,1198,2,12/2/2025,Completed,364
1580,1155,5,12/24/2025,Cancelled,142
1581,58,2,12/30/2025,Completed,389
1582,980,3,12/16/2025,Completed,139
1583,299,5,12/16/2025,Completed,400
1584,977,1,12/6/2025,Completed,386
1585,620,2,12/31/2025,Processing,407
1586,572,3,12/3/2025,Completed,522
1587,468,5,12/5/2025,Cancelled,492
1588,295,4,12/15/2025,Cancelled,1223
1589,532,2,12/4/2025,Completed,750
1590,561,3,12/5/2025,Cancelled,493
1591,226,5,12/3/2025,Cancelled,257
1592,158,3,12/12/2025,Processing,327
1593,100,1,12/21/2025,Completed,1050
1594,815,4,12/12/2025,Processing,504
1595,741,3,12/6/2025,Completed,64
1596,1164,1,12/11/2025,Completed,466
1597,999,1,12/29/2025,Processing,212
1598,613,3,12/9/2025,Completed,367
1599,199,3,12/28/2025,Cancelled,187
1600,394,4,12/6/2025,Completed,513
1601,1163,4,12/3/2025,Cancelled,351
1602,623,2,12/6/2025,Cancelled,814
1603,823,1,12/17/2025,Processing,1014
1604,346,5,12/14/2025,Processing,108
1605,994,1,12/31/2025,Cancelled,495
1606,504,2,12/28/2025,Cancelled,535
1607,1129,5,12/10/2025,Completed,922
1608,742,4,12/30/2025,Processing,438
1609,332,1,12/22/2025,Cancelled,415
1610,758,1,12/5/2025,Cancelled,72
1611,503,2,12/16/2025,Cancelled,546
1612,1156,3,12/21/2025,Completed,111
1613,167,4,12/30/2025,Cancelled,166
1614,975,4,12/15/2025,Processing,102
1615,1033,2,12/17/2025,Cancelled,63
1616,59,5,12/15/2025,Processing,441
1617,438,4,12/16/2025,Cancelled,474
1618,460,1,12/9/2025,Cancelled,727
1619,283,4,12/4/2025,Processing,565
1620,176,5,12/10/2025,Completed,995
1621,706,4,12/20/2025,Cancelled,278
1622,36,2,12/2/2025,Cancelled,230
1623,1022,1,12/28/2025,Processing,399
1624,932,2,12/10/2025,Completed,264
1625,802,1,12/16/2025,Processing,676
1626,718,2,12/1/2025,Cancelled,739
1627,447,5,12/12/2025,Cancelled,248
1628,524,3,12/13/2025,Completed,423
1629,680,4,12/7/2025,Completed,468
1630,312,5,12/23/2025,Cancelled,264
1631,827,2,12/3/2025,Completed,532
1632,268,1,12/7/2025,Processing,390
1633,872,2,12/8/2025,Completed,462
1634,109,4,12/24/2025,Cancelled,132
1635,145,2,12/16/2025,Completed,125
1636,1160,1,12/30/2025,Processing,351
1637,818,2,12/13/2025,Cancelled,498
1638,1071,5,12/2/2025,Cancelled,369
1639,893,2,12/15/2025,Completed,587
1640,1173,2,12/1/2025,Processing,110
1641,309,2,12/5/2025,Processing,60
1642,7,3,12/3/2025,Completed,607
1643,441,2,12/15/2025,Processing,244
1644,303,2,12/10/2025,Processing,639
1645,780,2,12/13/2025,Completed,104
1646,441,5,12/28/2025,Completed,584
1647,132,4,12/14/2025,Cancelled,142
1648,968,5,12/24/2025,Completed,682
1649,1080,4,12/17/2025,Processing,72
1650,320,3,12/19/2025,Cancelled,354
1651,632,1,12/9/2025,Cancelled,288
1652,683,5,12/6/2025,Completed,54
1653,335,4,12/28/2025,Completed,820
1654,945,5,12/4/2025,Completed,150
1655,983,5,12/13/2025,Processing,817
1656,574,4,12/29/2025,Completed,837
1657,511,3,12/15/2025,Processing,529
1658,395,2,12/1/2025,Cancelled,369
1659,951,5,12/18/2025,Cancelled,255
1660,458,5,12/17/2025,Cancelled,523
1661,638,1,12/3/2025,Processing,426
1662,385,5,12/8/2025,Processing,586
1663,506,4,12/6/2025,Cancelled,438
1664,716,3,12/2/2025,Cancelled,855
1665,490,1,12/14/2025,Cancelled,390
1666,441,5,12/2/2025,Processing,438
1667,416,5,12/11/2025,Cancelled,332
1668,1093,1,12/10/2025,Completed,310
1669,682,5,12/15/2025,Cancelled,440
1670,36,3,12/11/2025,Processing,557
1671,124,2,12/4/2025,Completed,445
1672,937,2,12/29/2025,Cancelled,604
1673,650,4,12/31/2025,Completed,264
1674,1079,4,12/16/2025,Completed,1136
1675,808,5,12/31/2025,Processing,428
1676,198,3,12/22/2025,Cancelled,675
1677,343,1,12/1/2025,Completed,154
1678,675,3,12/27/2025,Cancelled,742
1679,969,4,12/19/2025,Processing,549
1680,48,2,12/9/2025,Processing,198
1681,448,3,12/3/2025,Processing,853
1682,828,5,12/2/2025,Processing,506
1683,1032,3,12/19/2025,Cancelled,651
1684,196,3,12/16/2025,Cancelled,735
1685,939,2,12/29/2025,Cancelled,325
1686,1028,4,12/25/2025,Processing,482
1687,614,2,12/12/2025,Processing,515
1688,554,4,12/1/2025,Completed,784
1689,932,4,12/31/2025,Cancelled,78
1690,1165,1,12/31/2025,Completed,888
1691,741,1,12/9/2025,Cancelled,262
1692,669,2,12/9/2025,Processing,505
1693,886,2,12/7/2025,Completed,593
1694,543,4,12/20/2025,Cancelled,218
1695,176,2,12/13/2025,Completed,485
1696,1162,1,12/31/2025,Completed,219
1697,776,1,12/10/2025,Cancelled,469
1698,147,5,12/14/2025,Completed,441
1699,94,3,12/17/2025,Completed,433
1700,325,3,12/11/2025,Cancelled,474
1701,637,2,12/31/2025,Cancelled,40
1702,164,5,12/10/2025,Cancelled,608
1703,1193,2,12/28/2025,Completed,66
1704,1124,4,12/6/2025,Cancelled,163
1705,577,1,12/2/2025,Completed,219
1706,940,4,12/17/2025,Completed,1077
1707,321,2,12/5/2025,Completed,326
1708,208,2,12/16/2025,Processing,190
1709,63,2,12/10/2025,Completed,354
1710,699,5,12/23/2025,Cancelled,781
1711,249,3,12/7/2025,Processing,237
1712,386,4,12/22/2025,Cancelled,303
1713,355,2,12/7/2025,Processing,264
1714,599,1,12/27/2025,Cancelled,682
1715,40,5,12/13/2025,Cancelled,158
1716,1169,5,12/13/2025,Completed,442
1717,481,3,12/18/2025,Processing,308
1718,1071,1,12/9/2025,Cancelled,373
1719,498,2,12/13/2025,Completed,232
1720,825,4,12/16/2025,Completed,387
1721,1032,5,12/22/2025,Cancelled,547
1722,371,3,12/5/2025,Processing,216
1723,1083,4,12/30/2025,Processing,463
1724,802,5,12/22/2025,Cancelled,699
1725,18,1,12/12/2025,Cancelled,432
1726,1167,1,12/5/2025,Cancelled,283
1727,928,3,12/23/2025,Processing,390
1728,1054,3,12/16/2025,Processing,645
1729,230,4,12/7/2025,Processing,387
1730,1145,4,12/5/2025,Completed,973
1731,825,2,12/16/2025,Completed,363
1732,695,5,12/1/2025,Processing,627
1733,581,2,12/3/2025,Cancelled,181
1734,900,1,12/23/2025,Cancelled,520
1735,207,4,12/11/2025,Cancelled,356
1736,188,4,12/27/2025,Processing,914
1737,1027,2,12/10/2025,Processing,542
1738,16,5,12/18/2025,Processing,116
1739,1093,1,12/13/2025,Processing,282
1740,121,2,12/24/2025,Cancelled,329
1741,1155,4,12/15/2025,Cancelled,426
1742,1003,1,12/4/2025,Cancelled,495
1743,246,5,12/9/2025,Processing,330
1744,746,2,12/1/2025,Processing,288
1745,402,4,12/29/2025,Cancelled,792
1746,561,4,12/31/2025,Completed,450
1747,217,4,12/22/2025,Completed,266
1748,630,5,12/1/2025,Completed,645
1749,613,2,12/15/2025,Processing,640
1750,1148,3,12/14/2025,Processing,222
1751,230,4,12/19/2025,Completed,438
1752,771,3,12/8/2025,Completed,118
1753,1198,4,12/2/2025,Cancelled,232
1754,383,4,12/23/2025,Completed,760
1755,1126,5,12/18/2025,Processing,716
1756,178,3,12/15/2025,Cancelled,224
1757,277,3,12/30/2025,Processing,153
1758,708,1,12/5/2025,Cancelled,156
1759,1125,3,12/3/2025,Completed,117
1760,1023,2,12/6/2025,Processing,258
1761,489,5,12/6/2025,Completed,100
1762,792,1,12/23/2025,Processing,446
1763,434,5,12/2/2025,Cancelled,606
1764,343,3,12/27/2025,Cancelled,242
1765,579,5,12/22/2025,Cancelled,656
1766,1019,2,12/12/2025,Cancelled,548
1767,63,2,12/29/2025,Processing,75
1768,75,1,12/8/2025,Completed,83
1769,379,2,12/21/2025,Cancelled,341
1770,845,3,12/31/2025,Completed,162
1771,731,2,12/22/2025,Completed,202
1772,805,2,12/7/2025,Cancelled,456
1773,125,4,12/17/2025,Cancelled,412
1774,342,4,12/1/2025,Completed,636
1775,292,1,12/3/2025,Processing,441
1776,500,4,12/7/2025,Cancelled,613
1777,978,4,12/7/2025,Cancelled,535
1778,306,3,12/14/2025,Processing,275
1779,507,5,12/18/2025,Cancelled,219
1780,1142,1,12/1/2025,Processing,276
1781,635,3,12/12/2025,Completed,618
1782,101,5,12/10/2025,Completed,204
1783,502,2,12/22/2025,Processing,374
1784,1200,1,12/8/2025,Cancelled,128
1785,343,4,12/17/2025,Completed,144
1786,50,2,12/15/2025,Completed,592
1787,201,3,12/24/2025,Processing,432
1788,1194,3,12/23/2025,Processing,686
1789,36,4,12/27/2025,Processing,374
1790,840,2,12/25/2025,Cancelled,694
1791,746,1,12/4/2025,Completed,549
1792,828,2,12/22/2025,Processing,190
1793,377,3,12/8/2025,Processing,144
1794,831,4,12/25/2025,Completed,466
1795,4,3,12/24/2025,Processing,494
1796,288,4,12/12/2025,Cancelled,930
1797,899,3,12/22/2025,Completed,368
1798,1176,1,12/15/2025,Cancelled,232
1799,1157,5,12/28/2025,Processing,461
1800,717,2,12/29/2025,Processing,634
1801,851,3,12/28/2025,Cancelled,161
1802,835,1,12/18/2025,Processing,321
1803,714,2,12/29/2025,Processing,639
1804,748,4,12/4/2025,Completed,240
1805,667,2,12/7/2025,Completed,495
1806,913,3,12/4/2025,Completed,359
1807,267,4,12/16/2025,Cancelled,489
1808,668,2,12/21/2025,Processing,728
1809,1118,4,12/2/2025,Processing,480
1810,336,5,12/7/2025,Cancelled,409
1811,1088,5,12/27/2025,Completed,562
1812,96,5,12/28/2025,Completed,341
1813,414,4,12/9/2025,Processing,513
1814,969,2,12/1/2025,Completed,655
1815,1133,1,12/1/2025,Completed,429
1816,71,4,12/10/2025,Completed,293
1817,1123,5,12/20/2025,Processing,873
1818,110,3,12/5/2025,Cancelled,557
1819,1117,4,12/13/2025,Cancelled,690
1820,442,2,12/27/2025,Processing,108
1821,673,1,1/21/2026,Cancelled,116
1822,515,5,1/13/2026,Cancelled,258
1823,741,3,1/16/2026,Cancelled,1094
1824,74,1,1/28/2026,Processing,456
1825,376,5,1/27/2026,Processing,275
1826,9,2,1/14/2026,Completed,145
1827,773,1,1/5/2026,Completed,312
1828,99,1,1/22/2026,Cancelled,436
1829,888,5,1/6/2026,Cancelled,593
1830,584,3,1/14/2026,Cancelled,828
1831,243,1,1/20/2026,Completed,290
1832,916,1,1/31/2026,Completed,100
1833,874,2,1/19/2026,Completed,910
1834,659,5,1/17/2026,Processing,321
1835,209,2,1/2/2026,Completed,263
1836,645,2,1/15/2026,Completed,463
1837,487,2,1/10/2026,Cancelled,310
1838,407,5,1/29/2026,Processing,71
1839,490,3,1/12/2026,Cancelled,250
1840,863,3,1/16/2026,Completed,708
1841,847,1,1/27/2026,Cancelled,132
1842,181,5,1/29/2026,Processing,833
1843,569,1,1/11/2026,Cancelled,495
1844,845,4,1/13/2026,Cancelled,463
1845,525,5,1/29/2026,Cancelled,472
1846,814,1,1/1/2026,Completed,48
1847,708,4,1/16/2026,Cancelled,290
1848,300,1,1/9/2026,Processing,401
1849,92,4,1/24/2026,Completed,264
1850,986,3,1/25/2026,Completed,350
1851,467,3,1/11/2026,Cancelled,78
1852,33,1,1/25/2026,Cancelled,418
1853,654,5,1/14/2026,Completed,417
1854,556,2,1/22/2026,Completed,287
1855,353,3,1/26/2026,Cancelled,124
1856,1125,2,1/24/2026,Cancelled,823
1857,248,3,1/13/2026,Processing,285
1858,795,3,1/11/2026,Cancelled,1111
1859,906,3,1/27/2026,Cancelled,66
1860,167,5,1/30/2026,Completed,565
1861,224,4,1/5/2026,Cancelled,724
1862,783,2,1/13/2026,Processing,137
1863,1073,3,1/17/2026,Processing,225
1864,1141,3,1/30/2026,Completed,929
1865,571,3,1/3/2026,Completed,309
1866,135,4,1/7/2026,Completed,879
1867,894,1,1/7/2026,Cancelled,327
1868,698,5,1/24/2026,Cancelled,417
1869,314,3,1/27/2026,Completed,255
1870,652,3,1/22/2026,Completed,718
1871,1173,2,1/26/2026,Processing,710
1872,137,5,1/15/2026,Cancelled,304
1873,138,5,1/12/2026,Cancelled,591
1874,168,2,1/7/2026,Completed,51
1875,951,1,1/16/2026,Processing,1035
1876,612,4,1/11/2026,Completed,619
1877,860,5,1/1/2026,Processing,1137
1878,1073,1,1/3/2026,Completed,72
1879,470,2,1/13/2026,Cancelled,118
1880,1168,2,1/7/2026,Processing,517
1881,587,1,1/10/2026,Cancelled,636
1882,237,5,1/12/2026,Processing,343
1883,120,5,1/4/2026,Completed,136
1884,62,3,1/16/2026,Completed,108
1885,726,4,1/20/2026,Cancelled,321
1886,350,4,1/25/2026,Processing,178
1887,286,4,1/8/2026,Completed,928
1888,675,1,1/4/2026,Completed,301
1889,1030,1,1/31/2026,Cancelled,1010
1890,984,5,1/20/2026,Processing,781
1891,772,3,1/10/2026,Completed,695
1892,400,3,1/24/2026,Completed,40
1893,192,2,1/23/2026,Cancelled,733
1894,142,3,1/9/2026,Completed,916
1895,946,1,1/31/2026,Cancelled,812
1896,848,5,1/29/2026,Cancelled,330
1897,248,2,1/9/2026,Cancelled,337
1898,169,1,1/1/2026,Processing,464
1899,712,5,1/7/2026,Processing,785
1900,72,3,1/6/2026,Processing,453
1901,1140,1,1/25/2026,Processing,171
1902,462,4,1/4/2026,Completed,537
1903,784,2,1/27/2026,Processing,70
1904,822,3,1/13/2026,Processing,398
1905,219,1,1/4/2026,Completed,724
1906,716,5,1/14/2026,Processing,670
1907,46,5,1/22/2026,Cancelled,416
1908,377,4,1/31/2026,Completed,457
1909,948,4,1/21/2026,Cancelled,249
1910,904,1,1/5/2026,Cancelled,170
1911,427,2,1/20/2026,Processing,782
1912,76,5,1/12/2026,Cancelled,491
1913,78,2,1/9/2026,Cancelled,147
1914,262,3,1/26/2026,Processing,850
1915,579,2,1/16/2026,Completed,525
1916,46,4,1/16/2026,Processing,849
1917,650,4,1/19/2026,Processing,543
1918,464,5,1/16/2026,Cancelled,346
1919,136,3,1/17/2026,Processing,563
1920,1140,4,1/27/2026,Completed,733
1921,986,4,1/27/2026,Cancelled,430
1922,944,4,1/31/2026,Cancelled,441
1923,369,4,1/31/2026,Processing,90
1924,212,5,1/24/2026,Completed,295
1925,1130,4,1/13/2026,Cancelled,453
1926,17,1,1/29/2026,Processing,645
1927,952,1,1/13/2026,Completed,847
1928,1013,1,1/29/2026,Completed,635
1929,833,2,1/13/2026,Cancelled,79
1930,367,1,1/10/2026,Cancelled,1032
1931,124,5,1/22/2026,Processing,819
1932,959,1,1/19/2026,Processing,97
1933,294,4,1/19/2026,Cancelled,180
1934,962,3,1/23/2026,Cancelled,729
1935,753,4,1/25/2026,Completed,991
1936,432,3,1/26/2026,Processing,683
1937,292,5,1/25/2026,Completed,322
1938,750,2,1/14/2026,Processing,584
1939,1055,5,1/2/2026,Cancelled,454
1940,392,1,1/16/2026,Processing,80
1941,488,4,1/12/2026,Processing,330
1942,830,4,1/8/2026,Processing,556
1943,1184,4,1/28/2026,Processing,172
1944,780,1,1/26/2026,Completed,137
1945,1065,5,1/2/2026,Processing,468
1946,519,1,1/13/2026,Cancelled,42
1947,450,4,1/13/2026,Processing,253
1948,640,4,1/26/2026,Processing,60
1949,973,4,1/13/2026,Completed,627
1950,875,1,1/30/2026,Completed,530
1951,624,5,1/7/2026,Processing,406
1952,174,4,1/1/2026,Completed,521
1953,1134,4,1/28/2026,Cancelled,550
1954,973,4,1/2/2026,Completed,400
1955,1001,1,1/31/2026,Completed,540
1956,297,3,1/25/2026,Processing,806
1957,1156,4,1/16/2026,Cancelled,333
1958,755,1,1/1/2026,Processing,63
1959,628,3,1/23/2026,Processing,1056
1960,977,1,1/7/2026,Processing,288
1961,683,5,1/8/2026,Completed,250
1962,947,4,1/18/2026,Completed,164
1963,208,5,1/11/2026,Completed,54
1964,143,2,1/30/2026,Cancelled,508
1965,182,3,1/12/2026,Completed,519
1966,574,4,1/14/2026,Processing,1054
1967,849,4,1/21/2026,Cancelled,466
1968,1130,4,1/8/2026,Cancelled,528
1969,887,4,1/10/2026,Cancelled,92
1970,322,3,1/8/2026,Cancelled,144
1971,164,1,1/22/2026,Cancelled,496
1972,374,3,1/19/2026,Processing,28
1973,216,2,1/23/2026,Processing,386
1974,515,3,1/20/2026,Completed,32
1975,574,5,1/1/2026,Processing,194
1976,508,2,1/19/2026,Cancelled,698
1977,559,5,1/25/2026,Processing,579
1978,284,3,1/11/2026,Completed,328
1979,870,4,1/16/2026,Processing,530
1980,317,5,1/25/2026,Completed,234
1981,1074,1,1/8/2026,Processing,585
1982,182,5,1/26/2026,Completed,721
1983,539,4,1/22/2026,Processing,232
1984,496,5,1/26/2026,Completed,105
1985,973,5,1/19/2026,Processing,56
1986,94,2,1/6/2026,Processing,288
1987,84,1,1/12/2026,Processing,619
