product_id,category_id,supplier_id,product_name,sku,size,color,unit_price,stock_quantity,reorder_level,created_at
274,7,5,Hoodie,GIQ-0274,M,White,138.75,177,20,2024-04-13 00:00:00
275,7,3,Hoodie,GIQ-0275,M,Cream,36.97,190,25,2023-06-17 00:00:00
276,7,4,Hoodie,GIQ-0276,M,Dark Green,144.8,35,26,2023-11-02 00:00:00
277,7,3,Hoodie,GIQ-0277,M,Blood Red,109.35,229,27,2023-06-01 00:00:00
278,7,1,Hoodie,GIQ-0278,M,Dark Blue,36.16,230,28,2023-07-31 00:00:00
279,7,4,Hoodie,GIQ-0279,M,Dark Brown,148.54,129,25,2023-04-25 00:00:00
280,7,4,Hoodie,GIQ-0280,M,Sand,146.73,208,12,2023-08-13 00:00:00
281,7,2,Hoodie,GIQ-0281,L,Black,134.59,58,35,2023-03-04 00:00:00
282,7,4,Hoodie,GIQ-0282,L,White,115.37,109,13,2023-05-09 00:00:00
283,7,1,Hoodie,GIQ-0283,L,Cream,65.87,215,30,2024-03-25 00:00:00
284,7,2,Hoodie,GIQ-0284,L,Dark Green,41.95,78,33,2023-04-25 00:00:00
285,7,2,Hoodie,GIQ-0285,L,Blood Red,25.84,87,12,2023-04-01 00:00:00
286,7,1,Hoodie,GIQ-0286,L,Dark Blue,133,63,18,2023-04-09 00:00:00
287,7,5,Hoodie,GIQ-0287,L,Dark Brown,144.53,172,35,2024-05-08 00:00:00
288,7,4,Hoodie,GIQ-0288,L,Sand,169.44,199,25,2024-01-28 00:00:00
289,7,5,Hoodie,GIQ-0289,XL,Black,37.87,167,29,2024-03-06 00:00:00
290,7,4,Hoodie,GIQ-0290,XL,White,121.73,182,28,2023-02-26 00:00:00
291,7,4,Hoodie,GIQ-0291,XL,Cream,118.88,86,14,2023-10-06 00:00:00
292,7,4,Hoodie,GIQ-0292,XL,Dark Green,146.55,233,35,2023-07-10 00:00:00
293,7,3,Hoodie,GIQ-0293,XL,Blood Red,18.13,152,25,2024-02-16 00:00:00
294,7,5,Hoodie,GIQ-0294,XL,Dark Blue,140.99,224,30,2023-03-03 00:00:00
295,7,5,Hoodie,GIQ-0295,XL,Dark Brown,147.64,149,18,2023-05-08 00:00:00
296,7,4,Hoodie,GIQ-0296,XL,Sand,166.88,110,24,2024-03-31 00:00:00
297,7,1,Hoodie,GIQ-0297,XXL,Black,61.64,217,27,2023-04-05 00:00:00
298,7,2,Hoodie,GIQ-0298,XXL,White,97.21,97,33,2023-07-08 00:00:00
299,7,2,Hoodie,GIQ-0299,XXL,Cream,136.24,169,12,2023-03-09 00:00:00
300,7,1,Hoodie,GIQ-0300,XXL,Dark Green,38.63,135,32,2024-04-13 00:00:00
301,7,5,Hoodie,GIQ-0301,XXL,Blood Red,102.63,80,17,2023-03-27 00:00:00
302,7,1,Hoodie,GIQ-0302,XXL,Dark Blue,36.05,79,12,2023-02-23 00:00:00
303,7,2,Hoodie,GIQ-0303,XXL,Dark Brown,93.42,172,33,2024-02-14 00:00:00
304,7,5,Hoodie,GIQ-0304,XXL,Sand,34.12,95,15,2023-08-13 00:00:00
305,8,1,Joggers,GIQ-0305,XS,Black,58.46,39,13,2023-09-18 00:00:00
306,8,3,Joggers,GIQ-0306,XS,White,92.31,28,31,2023-03-31 00:00:00
307,8,1,Joggers,GIQ-0307,XS,Cream,63.33,176,28,2023-09-27 00:00:00
308,8,3,Joggers,GIQ-0308,XS,Dark Green,45.04,127,26,2024-02-01 00:00:00
309,8,4,Joggers,GIQ-0309,XS,Blood Red,57.39,95,23,2024-04-26 00:00:00
310,8,5,Joggers,GIQ-0310,XS,Dark Blue,90.67,180,13,2023-04-20 00:00:00
311,8,4,Joggers,GIQ-0311,XS,Dark Brown,90.63,236,23,2023-12-28 00:00:00
312,8,1,Joggers,GIQ-0312,XS,Sand,167.38,136,21,2023-11-03 00:00:00
313,8,1,Joggers,GIQ-0313,S,Black,95.84,61,29,2023-08-13 00:00:00
314,8,4,Joggers,GIQ-0314,S,White,143.14,117,20,2023-10-26 00:00:00
315,8,3,Joggers,GIQ-0315,S,Cream,153.49,78,32,2023-11-30 00:00:00
316,8,1,Joggers,GIQ-0316,S,Dark Green,150.46,152,25,2023-06-10 00:00:00
317,8,2,Joggers,GIQ-0317,S,Blood Red,124.16,16,19,2024-03-06 00:00:00
318,8,4,Joggers,GIQ-0318,S,Dark Blue,122.08,99,27,2023-11-19 00:00:00
319,8,5,Joggers,GIQ-0319,S,Dark Brown,39.13,92,16,2024-05-02 00:00:00
320,8,2,Joggers,GIQ-0320,S,Sand,104.2,57,17,2024-05-21 00:00:00
321,8,1,Joggers,GIQ-0321,M,Black,103.15,215,34,2023-03-29 00:00:00
322,8,2,Joggers,GIQ-0322,M,White,46.11,209,17,2023-06-17 00:00:00
323,8,3,Joggers,GIQ-0323,M,Cream,52.58,201,11,2024-05-06 00:00:00
324,8,5,Joggers,GIQ-0324,M,Dark Green,35.67,125,35,2023-08-14 00:00:00
325,8,2,Joggers,GIQ-0325,M,Blood Red,122.61,141,27,2023-07-23 00:00:00
326,8,1,Joggers,GIQ-0326,M,Dark Blue,107.13,34,27,2023-11-08 00:00:00
327,8,2,Joggers,GIQ-0327,M,Dark Brown,141.31,121,20,2023-09-07 00:00:00
328,8,2,Joggers,GIQ-0328,M,Sand,157.36,42,26,2023-08-02 00:00:00
329,8,1,Joggers,GIQ-0329,L,Black,60.15,44,23,2023-06-11 00:00:00
330,8,3,Joggers,GIQ-0330,L,White,159,52,33,2023-04-24 00:00:00
331,8,3,Joggers,GIQ-0331,L,Cream,21.02,192,29,2023-12-25 00:00:00
332,8,2,Joggers,GIQ-0332,L,Dark Green,46.59,232,16,2023-04-12 00:00:00
333,8,4,Joggers,GIQ-0333,L,Blood Red,52.78,121,17,2023-11-26 00:00:00
334,8,2,Joggers,GIQ-0334,L,Dark Blue,104.29,54,32,2023-02-19 00:00:00
335,8,3,Joggers,GIQ-0335,L,Dark Brown,68.86,188,23,2024-02-21 00:00:00
336,8,3,Joggers,GIQ-0336,L,Sand,160.31,79,28,2023-10-31 00:00:00
337,8,3,Joggers,GIQ-0337,XL,Black,162.43,238,29,2024-05-06 00:00:00
338,8,5,Joggers,GIQ-0338,XL,White,113.68,55,33,2023-12-30 00:00:00
339,8,3,Joggers,GIQ-0339,XL,Cream,65.41,234,24,2023-08-23 00:00:00
340,8,3,Joggers,GIQ-0340,XL,Dark Green,74.46,128,35,2023-03-31 00:00:00
341,8,2,Joggers,GIQ-0341,XL,Blood Red,148.57,203,31,2024-01-27 00:00:00
342,8,3,Joggers,GIQ-0342,XL,Dark Blue,149.41,187,21,2023-04-18 00:00:00
343,8,1,Joggers,GIQ-0343,XL,Dark Brown,98.61,189,25,2023-03-22 00:00:00
344,8,2,Joggers,GIQ-0344,XL,Sand,97.73,37,13,2023-06-05 00:00:00
345,8,1,Joggers,GIQ-0345,XXL,Black,80.67,153,10,2023-10-05 00:00:00
346,8,4,Joggers,GIQ-0346,XXL,White,75.88,220,28,2024-01-28 00:00:00
347,8,4,Joggers,GIQ-0347,XXL,Cream,102.9,186,31,2023-12-16 00:00:00
348,8,5,Joggers,GIQ-0348,XXL,Dark Green,100.41,33,29,2023-08-02 00:00:00
349,8,3,Joggers,GIQ-0349,XXL,Blood Red,106.6,10,16,2023-03-21 00:00:00
350,8,1,Joggers,GIQ-0350,XXL,Dark Blue,130.26,157,30,2023-01-16 00:00:00
351,8,1,Joggers,GIQ-0351,XXL,Dark Brown,122.43,219,15,2023-02-13 00:00:00
352,8,3,Joggers,GIQ-0352,XXL,Sand,54.39,87,27,2023-10-12 00:00:00
353,9,4,T-Shirt,GIQ-0353,XS,Black,150.99,218,31,2024-03-12 00:00:00
354,9,3,T-Shirt,GIQ-0354,XS,White,68.29,97,25,2023-06-17 00:00:00
355,9,5,T-Shirt,GIQ-0355,XS,Cream,75.51,218,30,2023-06-06 00:00:00
356,9,1,T-Shirt,GIQ-0356,XS,Dark Green,81.92,172,26,2023-12-01 00:00:00
357,9,3,T-Shirt,GIQ-0357,XS,Blood Red,25.19,126,34,2023-01-18 00:00:00
358,9,3,T-Shirt,GIQ-0358,XS,Dark Blue,61.94,197,34,2023-09-16 00:00:00
359,9,4,T-Shirt,GIQ-0359,XS,Dark Brown,35.38,145,21,2023-03-31 00:00:00
360,9,2,T-Shirt,GIQ-0360,XS,Sand,34.21,83,22,2024-02-15 00:00:00
361,9,1,T-Shirt,GIQ-0361,S,Black,31.08,121,31,2023-02-26 00:00:00
362,9,2,T-Shirt,GIQ-0362,S,White,87.81,50,31,2023-10-08 00:00:00
363,9,4,T-Shirt,GIQ-0363,S,Cream,19.99,93,33,2024-03-14 00:00:00
364,9,5,T-Shirt,GIQ-0364,S,Dark Green,111.21,148,10,2023-01-22 00:00:00
365,9,5,T-Shirt,GIQ-0365,S,Blood Red,156.84,173,31,2024-01-22 00:00:00
366,9,4,T-Shirt,GIQ-0366,S,Dark Blue,98.31,186,13,2023-02-28 00:00:00
367,9,4,T-Shirt,GIQ-0367,S,Dark Brown,152.37,228,29,2023-01-12 00:00:00
368,9,4,T-Shirt,GIQ-0368,S,Sand,24.79,62,13,2023-05-29 00:00:00
369,9,1,T-Shirt,GIQ-0369,M,Black,105.47,162,24,2024-04-08 00:00:00
370,9,1,T-Shirt,GIQ-0370,M,White,43.89,201,23,2023-10-30 00:00:00
371,9,4,T-Shirt,GIQ-0371,M,Cream,73.23,241,32,2024-02-18 00:00:00
372,9,4,T-Shirt,GIQ-0372,M,Dark Green,56.72,197,14,2023-09-10 00:00:00
373,9,3,T-Shirt,GIQ-0373,M,Blood Red,102.76,23,20,2023-01-28 00:00:00
374,9,1,T-Shirt,GIQ-0374,M,Dark Blue,112.21,198,34,2023-05-13 00:00:00
375,9,5,T-Shirt,GIQ-0375,M,Dark Brown,48.89,164,18,2023-09-28 00:00:00
376,9,4,T-Shirt,GIQ-0376,M,Sand,41.72,158,15,2023-02-23 00:00:00
377,9,5,T-Shirt,GIQ-0377,L,Black,69.93,178,22,2023-08-02 00:00:00
378,9,5,T-Shirt,GIQ-0378,L,White,133.92,109,35,2024-05-03 00:00:00
379,9,1,T-Shirt,GIQ-0379,L,Cream,106.38,29,19,2023-12-12 00:00:00
380,9,4,T-Shirt,GIQ-0380,L,Dark Green,139.33,93,30,2023-05-26 00:00:00
381,9,2,T-Shirt,GIQ-0381,L,Blood Red,53.49,243,28,2023-08-01 00:00:00
382,9,1,T-Shirt,GIQ-0382,L,Dark Blue,19.4,43,35,2023-05-30 00:00:00
383,9,5,T-Shirt,GIQ-0383,L,Dark Brown,89.49,245,20,2024-03-02 00:00:00
384,9,1,T-Shirt,GIQ-0384,L,Sand,79.6,137,18,2024-01-28 00:00:00
385,9,5,T-Shirt,GIQ-0385,XL,Black,60.31,97,20,2024-05-01 00:00:00
386,9,2,T-Shirt,GIQ-0386,XL,White,98.83,186,29,2023-12-03 00:00:00
387,9,2,T-Shirt,GIQ-0387,XL,Cream,169.59,198,30,2024-02-01 00:00:00
388,9,5,T-Shirt,GIQ-0388,XL,Dark Green,83.64,248,18,2023-12-18 00:00:00
389,9,5,T-Shirt,GIQ-0389,XL,Blood Red,60.44,85,15,2024-05-25 00:00:00
390,9,5,T-Shirt,GIQ-0390,XL,Dark Blue,135.91,156,31,2024-02-24 00:00:00
391,9,2,T-Shirt,GIQ-0391,XL,Dark Brown,50.76,128,30,2024-02-15 00:00:00
392,9,4,T-Shirt,GIQ-0392,XL,Sand,152.74,227,12,2024-05-30 00:00:00
393,9,5,T-Shirt,GIQ-0393,XXL,Black,39.41,149,24,2023-10-03 00:00:00
394,9,4,T-Shirt,GIQ-0394,XXL,White,71.77,119,14,2024-04-04 00:00:00
395,9,5,T-Shirt,GIQ-0395,XXL,Cream,158.56,19,16,2023-06-12 00:00:00
396,9,1,T-Shirt,GIQ-0396,XXL,Dark Green,147.55,237,11,2023-12-11 00:00:00
397,9,1,T-Shirt,GIQ-0397,XXL,Blood Red,71.59,156,33,2023-01-18 00:00:00
398,9,2,T-Shirt,GIQ-0398,XXL,Dark Blue,104.57,235,22,2024-03-11 00:00:00
399,9,3,T-Shirt,GIQ-0399,XXL,Dark Brown,61.36,198,21,2023-09-17 00:00:00
400,9,1,T-Shirt,GIQ-0400,XXL,Sand,96.35,28,21,2023-09-30 00:00:00
401,10,2,Sweatshirt,GIQ-0401,XS,Black,66.32,175,11,2024-05-27 00:00:00
402,10,5,Sweatshirt,GIQ-0402,XS,White,121.99,81,11,2023-09-20 00:00:00
403,10,5,Sweatshirt,GIQ-0403,XS,Cream,97.71,153,33,2023-08-13 00:00:00
404,10,1,Sweatshirt,GIQ-0404,XS,Dark Green,139.53,171,19,2023-05-07 00:00:00
405,10,5,Sweatshirt,GIQ-0405,XS,Blood Red,99.45,223,35,2023-02-11 00:00:00
406,10,4,Sweatshirt,GIQ-0406,XS,Dark Blue,122.91,164,35,2023-03-02 00:00:00
407,10,5,Sweatshirt,GIQ-0407,XS,Dark Brown,21.81,115,32,2023-03-02 00:00:00
408,10,5,Sweatshirt,GIQ-0408,XS,Sand,148.01,82,31,2024-03-10 00:00:00
409,10,1,Sweatshirt,GIQ-0409,S,Black,67.84,119,19,2024-01-19 00:00:00
410,10,4,Sweatshirt,GIQ-0410,S,White,77.57,191,26,2023-02-24 00:00:00
411,10,2,Sweatshirt,GIQ-0411,S,Cream,146.26,244,10,2024-04-02 00:00:00
412,10,4,Sweatshirt,GIQ-0412,S,Dark Green,89.08,229,16,2023-12-02 00:00:00
413,10,5,Sweatshirt,GIQ-0413,S,Blood Red,148.73,211,22,2023-10-05 00:00:00
414,10,4,Sweatshirt,GIQ-0414,S,Dark Blue,85.67,239,12,2023-01-15 00:00:00
415,10,3,Sweatshirt,GIQ-0415,S,Dark Brown,154.18,134,19,2023-07-11 00:00:00
416,10,4,Sweatshirt,GIQ-0416,S,Sand,166.42,69,26,2024-02-27 00:00:00
417,10,1,Sweatshirt,GIQ-0417,M,Black,101.53,127,31,2024-02-18 00:00:00
418,10,1,Sweatshirt,GIQ-0418,M,White,106.65,160,24,2023-05-05 00:00:00
419,10,5,Sweatshirt,GIQ-0419,M,Cream,27.89,150,30,2023-09-24 00:00:00
420,10,5,Sweatshirt,GIQ-0420,M,Dark Green,42.03,241,21,2023-07-22 00:00:00
421,10,2,Sweatshirt,GIQ-0421,M,Blood Red,118.96,27,31,2024-02-11 00:00:00
422,10,2,Sweatshirt,GIQ-0422,M,Dark Blue,66.87,98,21,2023-06-26 00:00:00
423,10,5,Sweatshirt,GIQ-0423,M,Dark Brown,168.85,208,20,2024-04-28 00:00:00
424,10,4,Sweatshirt,GIQ-0424,M,Sand,169.87,186,32,2023-04-21 00:00:00
425,10,3,Sweatshirt,GIQ-0425,L,Black,157.2,235,18,2024-01-13 00:00:00
426,10,3,Sweatshirt,GIQ-0426,L,White,115.18,71,27,2023-08-29 00:00:00
427,10,2,Sweatshirt,GIQ-0427,L,Cream,21.32,188,34,2024-05-15 00:00:00
428,10,4,Sweatshirt,GIQ-0428,L,Dark Green,124.37,206,12,2024-01-22 00:00:00
429,10,4,Sweatshirt,GIQ-0429,L,Blood Red,72.02,147,23,2023-03-31 00:00:00
430,10,5,Sweatshirt,GIQ-0430,L,Dark Blue,100.44,60,33,2024-02-14 00:00:00
431,10,3,Sweatshirt,GIQ-0431,L,Dark Brown,133.4,221,31,2024-05-19 00:00:00
432,10,2,Sweatshirt,GIQ-0432,L,Sand,35.9,168,25,2023-11-11 00:00:00
433,10,1,Sweatshirt,GIQ-0433,XL,Black,123.63,204,30,2024-01-27 00:00:00
434,10,1,Sweatshirt,GIQ-0434,XL,White,47.84,151,29,2023-09-17 00:00:00
435,10,3,Sweatshirt,GIQ-0435,XL,Cream,142.05,176,15,2023-12-26 00:00:00
436,10,4,Sweatshirt,GIQ-0436,XL,Dark Green,121.15,10,26,2023-09-05 00:00:00
437,10,5,Sweatshirt,GIQ-0437,XL,Blood Red,97.79,12,33,2024-05-11 00:00:00
438,10,2,Sweatshirt,GIQ-0438,XL,Dark Blue,148.02,238,18,2023-09-25 00:00:00
439,10,2,Sweatshirt,GIQ-0439,XL,Dark Brown,89.03,142,16,2023-01-31 00:00:00
440,10,2,Sweatshirt,GIQ-0440,XL,Sand,75.71,156,30,2023-12-04 00:00:00
441,10,4,Sweatshirt,GIQ-0441,XXL,Black,114.84,144,23,2023-06-19 00:00:00
442,10,1,Sweatshirt,GIQ-0442,XXL,White,24.36,176,31,2024-04-19 00:00:00
443,10,4,Sweatshirt,GIQ-0443,XXL,Cream,81.56,224,18,2024-04-06 00:00:00
444,10,4,Sweatshirt,GIQ-0444,XXL,Dark Green,120.45,202,28,2024-03-01 00:00:00
445,10,5,Sweatshirt,GIQ-0445,XXL,Blood Red,135.37,215,22,2024-04-02 00:00:00
446,10,2,Sweatshirt,GIQ-0446,XXL,Dark Blue,77.36,127,20,2023-01-29 00:00:00
447,10,2,Sweatshirt,GIQ-0447,XXL,Dark Brown,117.86,108,24,2023-05-25 00:00:00
448,10,4,Sweatshirt,GIQ-0448,XXL,Sand,134.01,92,19,2024-05-25 00:00:00
449,11,3,Full-Sleeve T-Shirt,GIQ-0449,XS,Black,163.11,29,10,2024-05-23 00:00:00
450,11,5,Full-Sleeve T-Shirt,GIQ-0450,XS,White,115.68,127,23,2023-09-30 00:00:00
451,11,4,Full-Sleeve T-Shirt,GIQ-0451,XS,Cream,74.61,105,10,2023-07-03 00:00:00
452,11,1,Full-Sleeve T-Shirt,GIQ-0452,XS,Dark Green,25.91,243,26,2023-12-27 00:00:00
453,11,4,Full-Sleeve T-Shirt,GIQ-0453,XS,Blood Red,132.37,218,28,2023-07-25 00:00:00
454,11,3,Full-Sleeve T-Shirt,GIQ-0454,XS,Dark Blue,135.96,195,13,2023-06-08 00:00:00
455,11,5,Full-Sleeve T-Shirt,GIQ-0455,XS,Dark Brown,42.56,249,28,2023-05-27 00:00:00
456,11,1,Full-Sleeve T-Shirt,GIQ-0456,XS,Sand,164.74,81,25,2024-01-23 00:00:00
457,11,5,Full-Sleeve T-Shirt,GIQ-0457,S,Black,39.16,10,10,2023-04-05 00:00:00
458,11,4,Full-Sleeve T-Shirt,GIQ-0458,S,White,74.36,164,12,2023-10-13 00:00:00
459,11,1,Full-Sleeve T-Shirt,GIQ-0459,S,Cream,43.27,101,10,2024-05-14 00:00:00
460,11,4,Full-Sleeve T-Shirt,GIQ-0460,S,Dark Green,44.19,179,18,2023-11-23 00:00:00
461,11,1,Full-Sleeve T-Shirt,GIQ-0461,S,Blood Red,81.28,123,24,2024-06-01 00:00:00
462,11,5,Full-Sleeve T-Shirt,GIQ-0462,S,Dark Blue,132.12,151,14,2023-04-25 00:00:00
463,11,2,Full-Sleeve T-Shirt,GIQ-0463,S,Dark Brown,66.98,71,26,2024-03-03 00:00:00
464,11,3,Full-Sleeve T-Shirt,GIQ-0464,S,Sand,134.65,72,11,2024-04-07 00:00:00
465,11,4,Full-Sleeve T-Shirt,GIQ-0465,M,Black,99.06,79,20,2024-04-24 00:00:00
466,11,3,Full-Sleeve T-Shirt,GIQ-0466,M,White,103.95,209,31,2023-08-05 00:00:00
467,11,2,Full-Sleeve T-Shirt,GIQ-0467,M,Cream,138.54,175,13,2024-02-13 00:00:00
468,11,5,Full-Sleeve T-Shirt,GIQ-0468,M,Dark Green,20.73,220,16,2023-08-07 00:00:00
469,11,2,Full-Sleeve T-Shirt,GIQ-0469,M,Blood Red,49.1,173,15,2024-03-06 00:00:00
470,11,4,Full-Sleeve T-Shirt,GIQ-0470,M,Dark Blue,86.02,227,27,2023-12-23 00:00:00
471,11,2,Full-Sleeve T-Shirt,GIQ-0471,M,Dark Brown,114.63,143,13,2024-01-16 00:00:00
472,11,2,Full-Sleeve T-Shirt,GIQ-0472,M,Sand,158.65,88,11,2023-02-10 00:00:00
473,11,3,Full-Sleeve T-Shirt,GIQ-0473,L,Black,60.11,121,29,2023-06-06 00:00:00
474,11,3,Full-Sleeve T-Shirt,GIQ-0474,L,White,33.33,63,10,2023-03-29 00:00:00
475,11,5,Full-Sleeve T-Shirt,GIQ-0475,L,Cream,55.59,155,28,2023-05-05 00:00:00
476,11,3,Full-Sleeve T-Shirt,GIQ-0476,L,Dark Green,68.12,114,32,2023-06-26 00:00:00
477,11,5,Full-Sleeve T-Shirt,GIQ-0477,L,Blood Red,164.99,204,21,2023-08-05 00:00:00
478,11,3,Full-Sleeve T-Shirt,GIQ-0478,L,Dark Blue,108.43,122,13,2024-03-30 00:00:00
479,11,2,Full-Sleeve T-Shirt,GIQ-0479,L,Dark Brown,113.93,188,27,2024-05-10 00:00:00
480,11,1,Full-Sleeve T-Shirt,GIQ-0480,L,Sand,38.07,89,19,2024-01-06 00:00:00
481,11,3,Full-Sleeve T-Shirt,GIQ-0481,XL,Black,74.9,109,10,2023-02-20 00:00:00
482,11,4,Full-Sleeve T-Shirt,GIQ-0482,XL,White,135.93,189,17,2023-09-14 00:00:00
483,11,1,Full-Sleeve T-Shirt,GIQ-0483,XL,Cream,61.36,239,15,2024-04-12 00:00:00
484,11,2,Full-Sleeve T-Shirt,GIQ-0484,XL,Dark Green,77.82,95,20,2023-11-21 00:00:00
485,11,3,Full-Sleeve T-Shirt,GIQ-0485,XL,Blood Red,100.63,25,17,2023-03-21 00:00:00
486,11,4,Full-Sleeve T-Shirt,GIQ-0486,XL,Dark Blue,49.65,100,12,2023-10-31 00:00:00
487,11,2,Full-Sleeve T-Shirt,GIQ-0487,XL,Dark Brown,83.59,236,16,2023-04-15 00:00:00
488,11,2,Full-Sleeve T-Shirt,GIQ-0488,XL,Sand,60.83,83,22,2024-01-27 00:00:00
489,11,2,Full-Sleeve T-Shirt,GIQ-0489,XXL,Black,33.01,228,29,2024-05-20 00:00:00
490,11,5,Full-Sleeve T-Shirt,GIQ-0490,XXL,White,141.35,111,10,2023-07-23 00:00:00
491,11,2,Full-Sleeve T-Shirt,GIQ-0491,XXL,Cream,75.37,247,18,2023-05-22 00:00:00
492,11,2,Full-Sleeve T-Shirt,GIQ-0492,XXL,Dark Green,103.89,42,26,2024-03-16 00:00:00
493,11,5,Full-Sleeve T-Shirt,GIQ-0493,XXL,Blood Red,164.4,162,20,2023-06-01 00:00:00
494,11,3,Full-Sleeve T-Shirt,GIQ-0494,XXL,Dark Blue,36.56,60,14,2023-10-09 00:00:00
495,11,2,Full-Sleeve T-Shirt,GIQ-0495,XXL,Dark Brown,40.07,91,15,2023-10-23 00:00:00
496,11,2,Full-Sleeve T-Shirt,GIQ-0496,XXL,Sand,163.9,141,25,2023-03-13 00:00:00
497,12,2,Mens Formal Pants,GIQ-0497,S,Black,139.75,182,20,2023-02-14 00:00:00
498,12,5,Mens Formal Pants,GIQ-0498,S,White,128.86,129,14,2023-07-01 00:00:00
499,12,5,Mens Formal Pants,GIQ-0499,S,Cream,111.29,139,29,2024-01-03 00:00:00
500,12,3,Mens Formal Pants,GIQ-0500,S,Dark Green,107.49,115,33,2023-03-14 00:00:00
501,12,2,Mens Formal Pants,GIQ-0501,S,Blood Red,44.51,240,27,2023-04-05 00:00:00
502,12,4,Mens Formal Pants,GIQ-0502,S,Dark Blue,109.89,41,21,2023-06-23 00:00:00
503,12,4,Mens Formal Pants,GIQ-0503,S,Dark Brown,61.61,204,18,2024-01-06 00:00:00
504,12,1,Mens Formal Pants,GIQ-0504,S,Sand,163.97,167,11,2023-06-15 00:00:00
505,12,3,Mens Formal Pants,GIQ-0505,M,Black,140.33,18,28,2023-07-20 00:00:00
506,12,2,Mens Formal Pants,GIQ-0506,M,White,141.38,233,10,2023-02-21 00:00:00
507,12,3,Mens Formal Pants,GIQ-0507,M,Cream,130.65,203,25,2023-04-29 00:00:00
508,12,4,Mens Formal Pants,GIQ-0508,M,Dark Green,82.12,184,27,2024-05-06 00:00:00
509,12,1,Mens Formal Pants,GIQ-0509,M,Blood Red,27.25,134,31,2023-07-18 00:00:00
510,12,3,Mens Formal Pants,GIQ-0510,M,Dark Blue,44.07,73,19,2023-01-05 00:00:00
511,12,3,Mens Formal Pants,GIQ-0511,M,Dark Brown,39.73,138,11,2023-09-28 00:00:00
512,12,2,Mens Formal Pants,GIQ-0512,M,Sand,97.56,32,10,2024-05-30 00:00:00
513,12,1,Mens Formal Pants,GIQ-0513,L,Black,130.64,181,23,2023-06-20 00:00:00
514,12,2,Mens Formal Pants,GIQ-0514,L,White,41.27,77,28,2024-04-22 00:00:00
515,12,5,Mens Formal Pants,GIQ-0515,L,Cream,19.48,181,16,2023-01-07 00:00:00
516,12,5,Mens Formal Pants,GIQ-0516,L,Dark Green,33.26,127,28,2023-11-25 00:00:00
517,12,1,Mens Formal Pants,GIQ-0517,L,Blood Red,29.1,95,11,2023-04-24 00:00:00
518,12,5,Mens Formal Pants,GIQ-0518,L,Dark Blue,89.63,131,16,2023-06-27 00:00:00
519,12,2,Mens Formal Pants,GIQ-0519,L,Dark Brown,97.46,231,10,2023-07-03 00:00:00
520,12,4,Mens Formal Pants,GIQ-0520,L,Sand,85.3,41,19,2023-08-03 00:00:00
521,12,3,Mens Formal Pants,GIQ-0521,XL,Black,39.98,230,29,2024-05-03 00:00:00
522,12,2,Mens Formal Pants,GIQ-0522,XL,White,55.22,174,15,2023-03-19 00:00:00
523,12,1,Mens Formal Pants,GIQ-0523,XL,Cream,134.7,44,21,2024-05-09 00:00:00
524,12,5,Mens Formal Pants,GIQ-0524,XL,Dark Green,101.43,147,15,2023-12-29 00:00:00
525,12,3,Mens Formal Pants,GIQ-0525,XL,Blood Red,17.59,157,20,2024-04-29 00:00:00
526,12,2,Mens Formal Pants,GIQ-0526,XL,Dark Blue,129.57,85,35,2023-11-29 00:00:00
527,12,3,Mens Formal Pants,GIQ-0527,XL,Dark Brown,67.79,91,33,2023-01-28 00:00:00
528,12,4,Mens Formal Pants,GIQ-0528,XL,Sand,83.4,87,11,2023-12-30 00:00:00
529,12,5,Mens Formal Pants,GIQ-0529,XXL,Black,69.43,190,20,2023-09-10 00:00:00
530,12,1,Mens Formal Pants,GIQ-0530,XXL,White,73.82,57,26,2024-05-27 00:00:00
531,12,4,Mens Formal Pants,GIQ-0531,XXL,Cream,101.77,78,18,2024-03-12 00:00:00
532,12,2,Mens Formal Pants,GIQ-0532,XXL,Dark Green,36.16,169,31,2023-05-07 00:00:00
533,12,4,Mens Formal Pants,GIQ-0533,XXL,Blood Red,135.61,26,32,2023-08-24 00:00:00
534,12,5,Mens Formal Pants,GIQ-0534,XXL,Dark Blue,154.89,205,33,2023-01-16 00:00:00
535,12,4,Mens Formal Pants,GIQ-0535,XXL,Dark Brown,51.4,132,27,2023-12-19 00:00:00
536,12,4,Mens Formal Pants,GIQ-0536,XXL,Sand,36.95,210,21,2023-03-08 00:00:00
537,13,2,Mens Formal Shirt,GIQ-0537,S,Black,53.03,47,20,2023-01-01 00:00:00
538,13,2,Mens Formal Shirt,GIQ-0538,S,White,16.18,110,24,2023-07-13 00:00:00
539,13,3,Mens Formal Shirt,GIQ-0539,S,Cream,44.34,57,13,2023-08-24 00:00:00
540,13,1,Mens Formal Shirt,GIQ-0540,S,Dark Green,141,68,13,2024-02-06 00:00:00
541,13,1,Mens Formal Shirt,GIQ-0541,S,Blood Red,20.67,208,23,2024-05-11 00:00:00
542,13,3,Mens Formal Shirt,GIQ-0542,S,Dark Blue,134.89,117,11,2023-05-02 00:00:00
543,13,4,Mens Formal Shirt,GIQ-0543,S,Dark Brown,163.21,19,32,2024-01-02 00:00:00
544,13,4,Mens Formal Shirt,GIQ-0544,S,Sand,66.8,212,32,2024-01-14 00:00:00
545,13,2,Mens Formal Shirt,GIQ-0545,M,Black,116.39,44,12,2023-06-01 00:00:00
