order_item_id,order_id,product_id,quantity,unit_price,total_price
3623,1475,8,3,74,222
3624,1476,48,2,82,164
3625,1476,1,2,41,82
3626,1476,16,2,59,118
3627,1476,20,2,125,250
3628,1477,35,1,62,62
3629,1477,32,2,113,226
3630,1478,24,2,65,130
3631,1478,12,1,67,67
3632,1479,50,2,31,62
3633,1479,29,1,112,112
3634,1480,20,2,100,200
3635,1480,37,2,91,182
3636,1480,42,2,129,258
3637,1480,16,3,132,396
3638,1481,28,1,110,110
3639,1482,21,3,103,309
3640,1482,48,3,145,435
3641,1482,25,2,72,144
3642,1483,50,2,102,204
3643,1484,9,1,68,68
3644,1485,15,1,147,147
3645,1486,23,3,121,363
3646,1486,44,3,55,165
3647,1487,32,1,20,20
3648,1487,4,3,25,75
3649,1487,8,3,108,324
3650,1487,39,3,60,180
3651,1488,45,3,22,66
3652,1488,13,1,50,50
3653,1488,38,1,37,37
3654,1488,50,3,28,84
3655,1489,18,2,121,242
3656,1489,47,1,150,150
3657,1490,3,2,60,120
3658,1490,2,3,38,114
3659,1491,42,2,75,150
3660,1491,24,3,140,420
3661,1491,23,1,93,93
3662,1491,16,2,137,274
3663,1492,36,1,106,106
3664,1492,30,3,23,69
3665,1492,30,2,85,170
3666,1492,50,1,89,89
3667,1493,7,3,42,126
3668,1493,23,1,104,104
3669,1493,3,3,106,318
3670,1494,46,3,67,201
3671,1494,4,1,97,97
3672,1494,5,2,60,120
3673,1495,29,3,74,222
3674,1495,48,1,97,97
3675,1496,3,1,73,73
3676,1496,38,2,27,54
3677,1496,20,3,129,387
3678,1497,23,3,96,288
3679,1497,22,2,62,124
3680,1497,24,2,128,256
3681,1497,50,3,78,234
3682,1498,5,2,149,298
3683,1499,38,1,84,84
3684,1499,7,3,77,231
3685,1499,24,2,100,200
3686,1500,17,1,25,25
3687,1501,36,1,29,29
3688,1501,40,1,124,124
3689,1501,16,3,69,207
3690,1501,40,2,115,230
3691,1502,16,2,103,206
3692,1503,32,2,129,258
3693,1503,3,1,124,124
3694,1503,13,3,148,444
3695,1504,45,1,50,50
3696,1505,42,1,26,26
3697,1506,21,1,112,112
3698,1506,2,2,65,130
3699,1507,4,2,57,114
3700,1507,4,3,40,120
3701,1507,26,1,63,63
3702,1508,24,1,97,97
3703,1508,43,1,84,84
3704,1509,19,3,40,120
3705,1510,29,1,109,109
3706,1510,47,2,110,220
3707,1510,14,1,39,39
3708,1511,45,1,129,129
3709,1511,32,2,39,78
3710,1511,49,1,127,127
3711,1511,6,3,113,339
3712,1512,2,1,85,85
3713,1512,49,1,41,41
3714,1512,39,2,61,122
3715,1513,46,2,129,258
3716,1513,23,1,89,89
3717,1513,14,2,78,156
3718,1513,31,2,142,284
3719,1514,46,3,133,399
3720,1514,25,1,60,60
3721,1514,37,3,94,282
3722,1514,34,1,80,80
3723,1515,6,1,129,129
3724,1515,41,1,132,132
3725,1516,11,1,129,129
3726,1516,23,1,26,26
3727,1516,39,1,140,140
3728,1517,24,1,113,113
3729,1517,10,2,58,116
3730,1518,50,2,60,120
3731,1518,10,2,20,40
3732,1518,22,3,119,357
3733,1519,17,3,41,123
3734,1519,16,2,26,52
3735,1520,8,2,112,224
3736,1520,47,3,77,231
3737,1521,30,3,98,294
3738,1522,28,3,30,90
3739,1523,38,1,45,45
3740,1523,25,2,72,144
3741,1523,12,2,61,122
3742,1524,19,1,42,42
3743,1524,5,2,117,234
3744,1524,42,3,98,294
3745,1524,26,1,107,107
3746,1525,27,2,137,274
3747,1525,11,1,83,83
3748,1526,46,3,48,144
3749,1526,36,1,108,108
3750,1526,2,2,79,158
3751,1527,20,3,117,351
3752,1527,49,2,31,62
3753,1528,27,2,71,142
3754,1529,46,2,91,182
3755,1529,6,1,113,113
3756,1530,41,2,73,146
3757,1530,29,3,124,372
3758,1531,18,3,26,78
3759,1532,25,1,136,136
3760,1532,4,1,52,52
3761,1532,33,1,130,130
3762,1533,41,2,106,212
3763,1533,16,2,30,60
3764,1533,44,3,63,189
3765,1533,47,3,59,177
3766,1534,4,2,88,176
3767,1534,8,2,90,180
3768,1534,17,3,83,249
3769,1534,39,3,64,192
3770,1535,32,2,102,204
3771,1535,21,2,54,108
3772,1536,37,3,129,387
3773,1536,28,2,63,126
3774,1536,31,2,51,102
3775,1537,33,2,140,280
3776,1538,43,1,92,92
3777,1538,9,3,67,201
3778,1538,29,2,136,272
3779,1538,1,3,142,426
3780,1539,6,3,139,417
3781,1540,32,3,85,255
3782,1541,7,1,88,88
3783,1541,8,1,29,29
3784,1541,16,2,137,274
3785,1541,32,2,106,212
3786,1542,39,1,101,101
3787,1542,45,2,105,210
3788,1543,13,1,94,94
3789,1543,20,2,95,190
3790,1543,36,3,76,228
3791,1543,9,3,98,294
3792,1544,3,2,60,120
3793,1544,13,2,77,154
3794,1545,13,3,85,255
3795,1545,24,2,97,194
3796,1545,36,1,139,139
3797,1546,50,2,123,246
3798,1546,24,2,65,130
3799,1547,35,2,78,156
3800,1547,10,1,110,110
3801,1547,6,1,39,39
3802,1547,23,2,115,230
3803,1548,8,1,115,115
3804,1549,8,3,91,273
3805,1549,16,2,28,56
3806,1549,28,2,104,208
3807,1549,9,2,127,254
3808,1550,16,3,130,390
3809,1550,17,2,26,52
3810,1551,29,3,61,183
3811,1552,21,1,62,62
3812,1553,47,2,71,142
3813,1553,28,2,102,204
3814,1553,48,1,55,55
3815,1553,48,1,24,24
3816,1554,6,1,123,123
3817,1554,34,2,21,42
3818,1554,15,2,149,298
3819,1555,38,3,93,279
3820,1555,23,2,27,54
3821,1555,33,2,72,144
3822,1556,46,2,78,156
3823,1557,47,2,148,296
3824,1558,49,1,56,56
3825,1558,4,3,76,228
3826,1558,19,2,113,226
3827,1559,16,3,39,117
3828,1560,14,3,112,336
3829,1560,9,3,135,405
3830,1560,34,3,28,84
3831,1561,14,1,102,102
3832,1561,2,2,81,162
3833,1562,15,2,32,64
3834,1562,32,2,141,282
3835,1562,4,1,66,66
3836,1563,22,3,48,144
3837,1564,18,2,33,66
3838,1564,47,2,91,182
3839,1564,12,1,34,34
3840,1564,36,3,147,441
3841,1565,36,2,105,210
3842,1565,26,2,66,132
3843,1565,47,1,54,54
3844,1566,42,3,125,375
3845,1566,28,3,125,375
3846,1566,48,3,101,303
3847,1567,42,1,42,42
3848,1568,39,3,74,222
3849,1568,38,1,98,98
3850,1568,44,2,51,102
3851,1569,47,2,148,296
3852,1569,17,3,80,240
3853,1570,12,3,101,303
3854,1570,16,3,112,336
3855,1571,19,2,116,232
3856,1571,30,1,148,148
3857,1571,9,3,125,375
3858,1571,40,2,127,254
3859,1572,33,3,38,114
3860,1572,32,2,119,238
3861,1572,44,1,63,63
3862,1573,30,1,56,56
3863,1573,44,1,63,63
3864,1573,13,2,35,70
3865,1574,28,2,118,236
3866,1574,50,3,56,168
3867,1574,19,1,61,61
3868,1575,10,2,31,62
3869,1576,38,2,143,286
3870,1576,26,1,43,43
3871,1576,1,2,31,62
3872,1576,41,2,75,150
3873,1577,10,2,58,116
3874,1578,16,2,123,246
3875,1578,11,3,136,408
3876,1579,18,3,27,81
3877,1579,17,2,65,130
3878,1579,30,1,87,87
3879,1579,39,3,22,66
3880,1580,19,2,71,142
3881,1581,16,1,124,124
3882,1581,1,1,128,128
3883,1581,37,1,68,68
3884,1581,47,1,69,69
3885,1582,26,1,39,39
3886,1582,43,2,50,100
3887,1583,5,1,116,116
3888,1583,44,3,32,96
3889,1583,32,2,94,188
3890,1584,41,2,38,76
3891,1584,14,1,148,148
3892,1584,5,1,54,54
3893,1584,31,1,108,108
3894,1585,10,1,116,116
3895,1585,9,3,97,291
3896,1586,35,2,43,86
3897,1586,17,1,64,64
3898,1586,34,3,124,372
3899,1587,16,3,43,129
3900,1587,37,3,121,363
3901,1588,15,2,85,170
3902,1588,32,3,106,318
3903,1588,47,3,96,288
3904,1588,6,3,149,447
3905,1589,2,3,134,402
3906,1589,6,2,99,198
3907,1589,8,2,56,112
3908,1589,43,1,38,38
3909,1590,25,3,33,99
3910,1590,24,3,20,60
3911,1590,49,3,77,231
3912,1590,39,1,103,103
3913,1591,3,1,112,112
3914,1591,17,1,145,145
3915,1592,23,2,88,176
3916,1592,2,1,48,48
3917,1592,10,1,103,103
3918,1593,18,1,89,89
3919,1593,40,3,132,396
3920,1593,30,3,145,435
3921,1593,47,2,65,130
3922,1594,49,1,34,34
3923,1594,48,1,74,74
3924,1594,31,3,132,396
3925,1595,38,2,32,64
3926,1596,14,1,67,67
3927,1596,12,3,133,399
3928,1597,25,1,145,145
3929,1597,50,1,67,67
3930,1598,41,3,93,279
3931,1598,19,2,44,88
3932,1599,42,1,43,43
3933,1599,31,1,89,89
3934,1599,9,1,35,35
3935,1599,8,1,20,20
3936,1600,2,3,131,393
3937,1600,4,2,60,120
3938,1601,13,3,117,351
3939,1602,37,2,42,84
3940,1602,35,3,150,450
3941,1602,17,3,57,171
3942,1602,42,1,109,109
3943,1603,33,2,137,274
3944,1603,34,2,24,48
3945,1603,20,2,127,254
3946,1603,14,3,146,438
3947,1604,16,2,29,58
3948,1604,1,2,25,50
3949,1605,19,1,64,64
3950,1605,26,1,41,41
3951,1605,25,3,130,390
3952,1606,32,2,28,56
3953,1606,18,2,73,146
3954,1606,37,1,78,78
3955,1606,37,3,85,255
3956,1607,37,2,111,222
3957,1607,30,3,93,279
3958,1607,14,2,65,130
3959,1607,44,3,97,291
3960,1608,48,3,146,438
3961,1609,29,1,140,140
3962,1609,9,1,23,23
3963,1609,28,2,126,252
3964,1610,13,3,24,72
3965,1611,44,2,42,84
3966,1611,41,3,64,192
3967,1611,8,2,135,270
3968,1612,43,3,37,111
3969,1613,45,2,36,72
3970,1613,13,1,94,94
3971,1614,41,2,51,102
3972,1615,16,3,21,63
3973,1616,2,2,70,140
3974,1616,44,1,118,118
3975,1616,24,2,56,112
3976,1616,3,1,71,71
3977,1617,14,3,140,420
3978,1617,20,2,27,54
3979,1618,50,1,22,22
3980,1618,13,3,76,228
3981,1618,31,2,66,132
3982,1618,47,3,115,345
3983,1619,39,3,37,111
3984,1619,42,2,120,240
3985,1619,29,1,54,54
3986,1619,38,2,80,160
3987,1620,24,3,112,336
3988,1620,39,2,63,126
3989,1620,15,3,132,396
3990,1620,8,1,137,137
3991,1621,35,1,52,52
3992,1621,13,2,113,226
3993,1622,35,2,115,230
3994,1623,16,3,91,273
3995,1623,50,2,63,126
3996,1624,3,3,88,264
3997,1625,49,2,60,120
3998,1625,37,2,62,124
3999,1625,17,3,144,432
4000,1626,49,3,128,384
4001,1626,27,3,95,285
4002,1626,13,2,35,70
4003,1627,36,2,60,120
4004,1627,17,1,36,36
4005,1627,2,2,46,92
4006,1628,23,3,141,423
4007,1629,50,2,129,258
4008,1629,38,1,131,131
4009,1629,36,1,79,79
4010,1630,14,2,132,264
4011,1631,30,3,132,396
4012,1631,17,2,68,136
4013,1632,24,1,99,99
4014,1632,15,3,97,291
4015,1633,30,2,110,220
4016,1633,42,1,102,102
4017,1633,35,2,70,140
4018,1634,37,3,44,132
4019,1635,8,1,63,63
4020,1635,13,2,31,62
4021,1636,7,3,117,351
4022,1637,5,1,116,116
4023,1637,28,1,116,116
4024,1637,44,2,133,266
4025,1638,21,3,123,369
4026,1639,21,2,26,52
4027,1639,13,3,39,117
4028,1639,37,2,138,276
4029,1639,3,1,142,142
4030,1640,5,2,55,110
4031,1641,12,1,60,60
4032,1642,10,1,137,137
4033,1642,44,2,26,52
4034,1642,8,3,121,363
4035,1642,45,1,55,55
4036,1643,28,1,85,85
4037,1643,35,3,53,159
4038,1644,29,2,91,182
4039,1644,20,2,111,222
4040,1644,38,2,56,112
4041,1644,27,3,41,123
4042,1645,25,2,52,104
4043,1646,27,2,61,122
4044,1646,6,3,112,336
4045,1646,15,1,126,126
4046,1647,40,2,71,142
4047,1648,50,1,86,86
4048,1648,17,2,97,194
4049,1648,25,3,134,402
4050,1649,30,3,24,72
4051,1650,8,3,84,252
4052,1650,17,2,51,102
4053,1651,28,2,45,90
4054,1651,16,2,57,114
4055,1651,44,1,44,44
4056,1651,31,1,40,40
4057,1652,18,1,54,54
4058,1653,15,2,76,152
4059,1653,20,2,133,266
4060,1653,50,1,102,102
4061,1653,38,3,100,300
4062,1654,50,3,50,150
4063,1655,48,3,149,447
4064,1655,38,3,75,225
4065,1655,47,1,145,145
4066,1656,5,3,79,237
4067,1656,8,3,92,276
4068,1656,39,3,108,324
4069,1657,13,2,100,200
4070,1657,2,1,27,27
4071,1657,6,2,44,88
4072,1657,14,2,107,214
4073,1658,34,2,76,152
4074,1658,3,3,54,162
4075,1658,41,1,55,55
4076,1659,25,1,27,27
4077,1659,25,1,102,102
4078,1659,45,2,63,126
4079,1660,19,1,141,141
4080,1660,9,3,52,156
4081,1660,33,2,113,226
4082,1661,18,1,84,84
4083,1661,3,1,116,116
4084,1661,4,2,20,40
4085,1661,12,3,62,186
4086,1662,11,1,148,148
4087,1662,28,3,146,438
4088,1663,49,2,101,202
4089,1663,50,2,118,236
4090,1664,31,1,64,64
4091,1664,15,3,146,438
4092,1664,46,1,99,99
4093,1664,16,2,127,254
4094,1665,7,2,43,86
4095,1665,13,2,96,192
4096,1665,29,2,56,112
4097,1666,43,2,26,52
4098,1666,22,2,73,146
4099,1666,6,3,80,240
4100,1667,45,3,41,123
4101,1667,10,2,44,88
4102,1667,1,1,121,121
4103,1668,8,2,25,50
4104,1668,34,1,89,89
4105,1668,43,1,77,77
4106,1668,31,1,94,94
4107,1669,39,2,45,90
4108,1669,48,2,39,78
4109,1669,29,3,30,90
4110,1669,23,2,91,182
4111,1670,39,3,31,93
4112,1670,44,3,115,345
4113,1670,45,1,119,119
4114,1671,31,2,136,272
4115,1671,21,1,31,31
4116,1671,45,1,62,62
4117,1671,12,2,40,80
4118,1672,18,1,133,133
4119,1672,40,2,61,122
4120,1672,42,3,97,291
4121,1672,12,1,58,58
4122,1673,44,3,88,264
4123,1674,46,3,136,408
4124,1674,44,3,148,444
4125,1674,27,2,142,284
4126,1675,1,1,85,85
4127,1675,11,2,87,174
4128,1675,6,3,42,126
4129,1675,18,1,43,43
4130,1676,46,2,68,136
4131,1676,50,1,61,61
4132,1676,13,2,127,254
4133,1676,32,2,112,224
4134,1677,7,2,77,154
4135,1678,21,3,123,369
4136,1678,33,3,93,279
4137,1678,49,1,94,94
4138,1679,1,2,50,100
4139,1679,36,2,61,122
4140,1679,33,1,67,67
4141,1679,44,2,130,260
4142,1680,7,2,25,50
4143,1680,30,2,37,74
4144,1680,42,1,74,74
4145,1681,31,1,76,76
4146,1681,11,3,118,354
4147,1681,35,3,141,423
4148,1682,50,3,98,294
4149,1682,15,2,106,212
4150,1683,14,3,118,354
4151,1683,34,3,99,297
4152,1684,15,2,150,300
4153,1684,38,3,36,108
4154,1684,25,2,98,196
4155,1684,8,1,131,131
4156,1685,2,3,25,75
4157,1685,24,2,125,250
4158,1686,24,2,118,236
4159,1686,6,3,82,246
4160,1687,7,3,47,141
4161,1687,47,1,128,128
4162,1687,31,2,123,246
4163,1688,29,3,65,195
4164,1688,47,1,112,112
4165,1688,12,3,21,63
4166,1688,9,3,138,414
4167,1689,49,2,39,78
4168,1690,42,3,114,342
4169,1690,40,1,135,135
4170,1690,22,3,137,411
4171,1691,3,2,64,128
4172,1691,38,1,134,134
4173,1692,37,1,85,85
4174,1692,49,2,29,58
4175,1692,39,2,58,116
4176,1692,8,2,123,246
4177,1693,15,2,53,106
4178,1693,13,3,130,390
4179,1693,17,1,97,97
4180,1694,15,2,109,218
4181,1695,5,1,24,24
4182,1695,41,1,26,26
4183,1695,41,3,53,159
4184,1695,32,3,92,276
4185,1696,3,1,99,99
4186,1696,7,2,60,120
4187,1697,12,2,68,136
4188,1697,33,1,60,60
4189,1697,36,1,147,147
4190,1697,43,1,126,126
4191,1698,24,3,147,441
4192,1699,36,1,121,121
4193,1699,34,3,104,312
4194,1700,9,2,135,270
4195,1700,31,1,46,46
4196,1700,25,1,88,88
4197,1700,30,2,35,70
4198,1701,26,2,20,40
4199,1702,38,2,71,142
4200,1702,8,2,107,214
4201,1702,38,1,32,32
4202,1702,47,2,110,220
4203,1703,31,1,66,66
4204,1704,32,2,52,104
4205,1704,41,1,59,59
4206,1705,41,3,58,174
4207,1705,48,1,45,45
4208,1706,47,1,48,48
4209,1706,14,3,120,360
4210,1706,37,3,143,429
4211,1706,42,2,120,240
4212,1707,48,1,146,146
4213,1707,12,3,60,180
4214,1708,35,3,22,66
4215,1708,49,1,124,124
4216,1709,24,3,61,183
4217,1709,45,1,135,135
4218,1709,37,1,36,36
4219,1710,43,2,43,86
4220,1710,30,3,108,324
4221,1710,26,1,125,125
4222,1710,15,3,82,246
4223,1711,9,1,89,89
4224,1711,3,1,52,52
4225,1711,34,1,96,96
4226,1712,4,3,56,168
4227,1712,50,3,45,135
4228,1713,7,3,63,189
4229,1713,18,3,25,75
4230,1714,25,1,128,128
4231,1714,40,2,46,92
4232,1714,41,2,150,300
4233,1714,25,2,81,162
4234,1715,25,1,114,114
4235,1715,31,1,44,44
4236,1716,23,1,28,28
4237,1716,33,1,39,39
4238,1716,7,3,125,375
4239,1717,10,1,128,128
4240,1717,38,3,27,81
4241,1717,37,1,99,99
4242,1718,42,1,40,40
4243,1718,47,3,72,216
4244,1718,44,1,117,117
4245,1719,50,2,116,232
4246,1720,42,3,129,387
4247,1721,42,2,91,182
4248,1721,27,1,51,51
4249,1721,1,2,41,82
4250,1721,42,2,116,232
4251,1722,8,1,144,144
4252,1722,5,1,20,20
4253,1722,50,2,26,52
4254,1723,46,2,140,280
4255,1723,29,3,61,183
4256,1724,34,3,25,75
4257,1724,32,1,131,131
4258,1724,44,2,41,82
4259,1724,41,3,137,411
4260,1725,5,3,104,312
4261,1725,18,1,96,96
4262,1725,50,1,24,24
4263,1726,24,1,131,131
4264,1726,27,2,76,152
4265,1727,40,3,130,390
4266,1728,7,2,144,288
4267,1728,16,3,52,156
4268,1728,46,3,67,201
4269,1729,2,2,61,122
4270,1729,37,1,66,66
4271,1729,12,2,59,118
4272,1729,46,3,27,81
4273,1730,25,2,97,194
4274,1730,5,1,77,77
4275,1730,16,2,150,300
4276,1730,48,3,134,402
4277,1731,27,3,25,75
4278,1731,16,3,96,288
4279,1732,34,2,49,98
4280,1732,48,3,136,408
4281,1732,1,1,121,121
4282,1733,32,1,135,135
4283,1733,21,2,23,46
4284,1734,50,3,94,282
4285,1734,35,1,66,66
4286,1734,43,1,100,100
4287,1734,44,3,24,72
4288,1735,4,3,73,219
4289,1735,17,1,137,137
4290,1736,18,3,51,153
4291,1736,30,1,122,122
4292,1736,14,3,102,306
4293,1736,10,3,111,333
4294,1737,21,2,127,254
4295,1737,33,2,144,288
4296,1738,19,1,116,116
4297,1739,22,2,141,282
4298,1740,4,1,55,55
4299,1740,50,2,137,274
4300,1741,23,3,142,426
4301,1742,21,2,51,102
4302,1742,21,3,115,345
4303,1742,24,2,24,48
4304,1743,49,1,94,94
4305,1743,14,2,81,162
4306,1743,40,1,74,74
4307,1744,37,3,51,153
4308,1744,49,3,45,135
4309,1745,34,2,126,252
4310,1745,3,3,36,108
4311,1745,25,1,135,135
4312,1745,13,3,99,297
4313,1746,19,3,150,450
4314,1747,27,1,119,119
4315,1747,31,3,49,147
4316,1748,22,1,84,84
4317,1748,7,3,102,306
4318,1748,12,3,85,255
4319,1749,6,2,84,168
4320,1749,13,3,88,264
4321,1749,17,1,96,96
4322,1749,8,1,112,112
4323,1750,30,2,84,168
4324,1750,22,1,54,54
4325,1751,4,1,65,65
4326,1751,43,2,113,226
4327,1751,45,1,72,72
4328,1751,35,1,75,75
4329,1752,13,2,59,118
4330,1753,47,2,57,114
4331,1753,28,1,118,118
4332,1754,3,3,110,330
4333,1754,16,3,82,246
4334,1754,39,2,92,184
4335,1755,44,3,29,87
4336,1755,43,3,119,357
4337,1755,43,1,62,62
4338,1755,12,2,105,210
4339,1756,23,2,66,132
4340,1756,33,1,92,92
4341,1757,29,1,80,80
4342,1757,45,1,73,73
4343,1758,14,2,78,156
4344,1759,7,1,117,117
4345,1760,35,1,116,116
4346,1760,41,1,142,142
4347,1761,23,2,50,100
4348,1762,11,2,135,270
4349,1762,49,1,38,38
4350,1762,38,2,69,138
4351,1763,29,3,142,426
4352,1763,42,3,60,180
4353,1764,18,2,121,242
4354,1765,6,2,45,90
4355,1765,35,2,95,190
4356,1765,45,1,67,67
4357,1765,42,3,103,309
4358,1766,31,1,145,145
4359,1766,37,2,34,68
4360,1766,48,2,104,208
4361,1766,37,1,127,127
4362,1767,40,3,25,75
4363,1768,16,1,83,83
4364,1769,1,1,55,55
4365,1769,2,2,143,286
4366,1770,36,3,54,162
4367,1771,21,2,101,202
4368,1772,13,3,25,75
4369,1772,28,2,27,54
4370,1772,11,3,109,327
4371,1773,46,1,31,31
4372,1773,1,3,127,381
4373,1774,39,2,31,62
4374,1774,21,2,141,282
4375,1774,1,2,146,292
4376,1775,41,3,147,441
4377,1776,7,3,116,348
4378,1776,13,1,21,21
4379,1776,9,2,122,244
4380,1777,47,2,125,250
4381,1777,4,1,42,42
4382,1777,44,2,102,204
4383,1777,35,1,39,39
4384,1778,43,1,105,105
4385,1778,33,1,92,92
4386,1778,38,3,26,78
4387,1779,31,3,73,219
4388,1780,8,3,92,276
4389,1781,2,3,70,210
4390,1781,44,2,20,40
4391,1781,40,2,144,288
4392,1781,37,1,80,80
4393,1782,18,2,102,204
4394,1783,24,1,86,86
4395,1783,3,1,128,128
4396,1783,12,2,80,160
4397,1784,46,1,128,128
4398,1785,11,1,144,144
4399,1786,37,3,109,327
4400,1786,30,3,43,129
4401,1786,44,3,28,84
4402,1786,40,2,26,52
4403,1787,8,1,121,121
4404,1787,2,3,79,237
4405,1787,20,1,74,74
4406,1788,21,1,92,92
4407,1788,41,2,67,134
4408,1788,44,3,68,204
4409,1788,21,2,128,256
4410,1789,33,2,94,188
4411,1789,36,3,62,186
4412,1790,36,2,128,256
4413,1790,12,3,146,438
4414,1791,39,3,114,342
4415,1791,28,3,29,87
4416,1791,10,1,120,120
4417,1792,30,1,66,66
4418,1792,5,2,62,124
4419,1793,2,1,144,144
4420,1794,41,3,147,441
4421,1794,2,1,25,25
4422,1795,15,1,142,142
4423,1795,47,1,86,86
4424,1795,9,2,34,68
4425,1795,39,2,99,198
4426,1796,5,2,124,248
4427,1796,40,3,102,306
4428,1796,21,3,52,156
4429,1796,30,2,110,220
4430,1797,49,2,43,86
4431,1797,4,3,94,282
4432,1798,44,2,116,232
4433,1799,39,3,59,177
4434,1799,47,1,89,89
4435,1799,7,2,36,72
4436,1799,48,3,41,123
4437,1800,36,1,33,33
4438,1800,4,3,57,171
4439,1800,27,3,96,288
4440,1800,12,1,142,142
4441,1801,37,1,32,32
4442,1801,30,3,43,129
4443,1802,11,1,101,101
4444,1802,21,2,110,220
4445,1803,46,1,97,97
4446,1803,47,2,78,156
4447,1803,25,3,54,162
4448,1803,25,2,112,224
4449,1804,42,2,34,68
4450,1804,46,1,24,24
4451,1804,30,1,85,85
4452,1804,21,3,21,63
4453,1805,45,3,145,435
4454,1805,40,2,30,60
4455,1806,1,2,148,296
4456,1806,5,1,63,63
4457,1807,6,1,125,125
4458,1807,24,2,26,52
4459,1807,11,1,78,78
4460,1807,25,2,117,234
4461,1808,47,3,134,402
4462,1808,1,1,56,56
4463,1808,20,3,90,270
4464,1809,4,3,72,216
4465,1809,45,3,88,264
4466,1810,41,1,89,89
4467,1810,19,2,92,184
4468,1810,19,2,68,136
4469,1811,16,2,129,258
4470,1811,34,2,43,86
4471,1811,28,2,81,162
4472,1811,37,2,28,56
4473,1812,22,2,115,230
4474,1812,46,1,86,86
4475,1812,32,1,25,25
4476,1813,14,3,96,288
4477,1813,47,3,62,186
4478,1813,34,1,39,39
4479,1814,27,2,40,80
4480,1814,21,2,148,296
4481,1814,17,2,106,212
4482,1814,48,1,67,67
4483,1815,34,3,76,228
4484,1815,46,3,67,201
4485,1816,17,1,26,26
4486,1816,4,3,56,168
4487,1816,35,3,33,99
4488,1817,35,1,117,117
4489,1817,22,1,33,33
4490,1817,19,3,113,339
4491,1817,49,3,128,384
4492,1818,5,1,98,98
4493,1818,28,3,102,306
4494,1818,49,2,26,52
4495,1818,39,1,101,101
4496,1819,28,3,98,294
4497,1819,31,2,94,188
4498,1819,29,2,104,208
4499,1820,44,2,54,108
4500,1821,38,2,58,116
4501,1822,45,1,30,30
4502,1822,14,1,93,93
4503,1822,33,3,45,135
4504,1823,18,3,103,309
4505,1823,6,3,78,234
4506,1823,3,2,88,176
4507,1823,28,3,125,375
4508,1824,37,2,95,190
4509,1824,49,1,126,126
4510,1824,22,2,70,140
4511,1825,9,2,61,122
4512,1825,23,3,51,153
4513,1826,12,1,124,124
4514,1826,5,1,21,21
4515,1827,8,3,104,312
4516,1828,6,2,146,292
4517,1828,2,2,72,144
4518,1829,48,1,59,59
4519,1829,4,3,80,240
4520,1829,38,3,98,294
4521,1830,50,3,89,267
4522,1830,36,3,79,237
4523,1830,43,3,108,324
4524,1831,26,1,141,141
4525,1831,11,1,149,149
4526,1832,29,1,100,100
4527,1833,44,2,125,250
4528,1833,49,3,137,411
4529,1833,38,3,83,249
4530,1834,17,1,86,86
4531,1834,34,2,50,100
4532,1834,17,3,45,135
4533,1835,38,3,25,75
4534,1835,39,1,42,42
4535,1835,32,2,47,94
4536,1835,2,1,52,52
4537,1836,4,1,101,101
4538,1836,32,2,37,74
4539,1836,18,2,144,288
4540,1837,10,1,131,131
4541,1837,36,1,129,129
4542,1837,9,2,25,50
4543,1838,8,1,25,25
4544,1838,38,2,23,46
4545,1839,30,1,77,77
4546,1839,9,1,45,45
4547,1839,36,2,64,128
4548,1840,6,3,54,162
4549,1840,35,2,123,246
4550,1840,50,3,100,300
4551,1841,41,1,101,101
4552,1841,43,1,31,31
4553,1842,10,3,123,369
4554,1842,16,3,66,198
4555,1842,43,2,133,266
4556,1843,17,3,31,93
4557,1843,48,2,102,204
4558,1843,14,2,99,198
4559,1844,27,2,61,122
4560,1844,37,1,92,92
4561,1844,24,1,75,75
4562,1844,11,2,87,174
4563,1845,13,2,23,46
4564,1845,39,3,142,426
4565,1846,6,2,24,48
4566,1847,41,3,48,144
4567,1847,15,1,146,146
4568,1848,47,3,75,225
4569,1848,10,1,83,83
4570,1848,9,3,31,93
4571,1849,15,3,64,192
4572,1849,4,1,72,72
4573,1850,41,3,24,72
4574,1850,11,2,139,278
4575,1851,25,3,26,78
4576,1852,21,2,91,182
4577,1852,8,2,118,236
4578,1853,21,2,134,268
4579,1853,21,1,149,149
4580,1854,18,1,107,107
4581,1854,5,2,45,90
4582,1854,21,3,30,90
4583,1855,40,2,48,96
4584,1855,15,1,28,28
4585,1856,35,3,62,186
4586,1856,16,3,125,375
4587,1856,40,2,44,88
4588,1856,8,2,87,174
4589,1857,46,1,58,58
4590,1857,42,1,103,103
4591,1857,21,2,62,124
4592,1858,9,2,77,154
4593,1858,22,3,87,261
4594,1858,27,3,119,357
4595,1858,28,3,113,339
4596,1859,4,3,22,66
4597,1860,35,2,77,154
4598,1860,19,3,137,411
4599,1861,49,1,74,74
4600,1861,24,2,140,280
4601,1861,50,1,144,144
4602,1861,43,2,113,226
4603,1862,34,1,137,137
4604,1863,19,3,75,225
4605,1864,20,3,36,108
4606,1864,18,3,119,357
4607,1864,38,3,130,390
4608,1864,40,2,37,74
4609,1865,49,3,103,309
4610,1866,8,3,127,381
4611,1866,20,3,89,267
4612,1866,39,3,77,231
4613,1867,36,1,66,66
4614,1867,14,1,109,109
4615,1867,39,2,76,152
4616,1868,16,3,139,417
4617,1869,39,1,25,25
4618,1869,48,2,115,230
4619,1870,43,3,49,147
4620,1870,15,1,20,20
